# BJD(TDB)-2450000 airmass sky(ADU) dx(pix) dy(pix) fwhm(pix) peak(ADU) frame flux(r=28.0) err(r=28.0) flux(r=30.0) err(r=30.0) flux(r=32.0) err(r=32.0) flux(r=34.0) err(r=34.0) flux(r=36.0) err(r=36.0) 
7777.936473 1.6280 339.3 0.636 0.645 17.87 29124.7 MSCL2_1701240094 1.001989 0.001164 1.001695 0.001183 1.001305 0.001203 1.000917 0.001224 1.000848 0.001247 
7777.937098 1.6213 332.4 0.717 0.720 18.06 27634.8 MSCL2_1701240095 1.000762 0.001155 1.000747 0.001174 1.000465 0.001194 1.000442 0.001215 1.000412 0.001237 
7777.937723 1.6146 329.7 0.818 1.148 19.54 24176.2 MSCL2_1701240096 0.999676 0.001152 0.999493 0.001171 0.999174 0.001191 0.998944 0.001212 0.999022 0.001234 
7777.938348 1.6080 332.7 0.646 -0.666 19.75 24913.2 MSCL2_1701240097 1.000397 0.001151 1.000000 0.001170 0.999976 0.001190 1.000330 0.001212 1.000449 0.001235 
7777.938973 1.6015 328.4 -0.221 1.258 18.19 25564.2 MSCL2_1701240098 1.000497 0.001148 1.000604 0.001167 1.000646 0.001188 1.000687 0.001209 1.000636 0.001232 
7777.939609 1.5950 324.7 0.942 -0.190 18.47 24122.9 MSCL2_1701240099 0.998661 0.001137 0.998505 0.001156 0.998205 0.001175 0.997978 0.001196 0.998090 0.001218 
7777.940223 1.5887 317.3 0.179 0.974 17.95 25176.5 MSCL2_1701240100 0.997410 0.001132 0.997667 0.001151 0.997746 0.001171 0.997919 0.001193 0.998020 0.001215 
7777.940859 1.5823 314.5 0.521 0.188 18.64 24690.0 MSCL2_1701240101 0.997530 0.001128 0.997549 0.001147 0.997690 0.001167 0.997416 0.001188 0.997400 0.001209 
7777.941484 1.5761 313.5 0.049 0.396 19.57 23568.3 MSCL2_1701240102 1.000377 0.001129 1.000437 0.001148 1.000241 0.001168 1.000000 0.001189 1.000000 0.001211 
7777.942109 1.5699 309.0 1.007 1.155 20.01 21974.8 MSCL2_1701240103 0.996547 0.001120 0.996185 0.001139 0.996324 0.001159 0.996251 0.001180 0.996092 0.001201 
7777.942734 1.5638 308.4 0.128 -0.534 17.37 28034.5 MSCL2_1701240104 0.997916 0.001119 0.997905 0.001138 0.997533 0.001158 0.996866 0.001178 0.996872 0.001200 
7777.943371 1.5576 304.3 0.307 1.360 20.10 21673.5 MSCL2_1701240105 0.997538 0.001118 0.997797 0.001137 0.997790 0.001158 0.997693 0.001179 0.997947 0.001202 
7777.943996 1.5517 302.0 0.259 -0.308 18.89 24299.7 MSCL2_1701240106 0.996595 0.001110 0.996120 0.001128 0.996137 0.001148 0.995899 0.001169 0.995974 0.001191 
7777.944633 1.5456 302.6 0.977 0.679 18.21 27068.2 MSCL2_1701240107 0.995464 0.001105 0.994953 0.001123 0.994841 0.001143 0.994962 0.001164 0.995045 0.001186 
7777.945258 1.5398 299.7 0.076 0.970 19.00 24937.7 MSCL2_1701240108 0.994008 0.001102 0.994053 0.001121 0.994008 0.001141 0.994427 0.001162 0.994524 0.001185 
7777.945871 1.5341 297.5 0.961 -0.603 19.04 24525.2 MSCL2_1701240109 0.993451 0.001096 0.993614 0.001115 0.993332 0.001135 0.992992 0.001156 0.993089 0.001178 
7777.946496 1.5283 294.0 0.627 1.644 19.83 25878.0 MSCL2_1701240110 0.991607 0.001087 0.991357 0.001105 0.991003 0.001125 0.990447 0.001144 0.990454 0.001166 
7777.947121 1.5226 292.4 0.075 0.274 19.34 25199.0 MSCL2_1701240111 0.991043 0.001085 0.990675 0.001103 0.990469 0.001123 0.990135 0.001143 0.989816 0.001165 
7777.947746 1.5170 292.1 0.783 -0.261 18.99 26627.3 MSCL2_1701240112 0.992046 0.001083 0.991683 0.001102 0.991261 0.001121 0.990917 0.001141 0.991238 0.001163 
7777.948371 1.5114 287.6 0.421 0.797 18.59 30015.2 MSCL2_1701240113 0.992598 0.001079 0.992054 0.001097 0.991451 0.001116 0.991473 0.001137 0.991643 0.001159 
7777.948996 1.5059 285.6 -0.626 0.493 18.28 28416.3 MSCL2_1701240114 0.989034 0.001074 0.988503 0.001092 0.988381 0.001112 0.987955 0.001132 0.987920 0.001154 
7777.949621 1.5005 284.9 0.744 -0.250 17.60 29424.7 MSCL2_1701240115 0.989477 0.001073 0.989034 0.001091 0.988932 0.001111 0.988725 0.001131 0.988606 0.001153 
7777.950258 1.4950 282.8 0.394 1.001 17.43 31877.5 MSCL2_1701240116 0.990037 0.001069 0.989303 0.001087 0.988568 0.001106 0.988445 0.001126 0.988361 0.001148 
7777.950883 1.4896 279.5 0.354 0.037 18.24 29555.2 MSCL2_1701240117 0.989417 0.001064 0.988726 0.001081 0.988154 0.001100 0.988294 0.001121 0.988547 0.001143 
7777.951508 1.4843 283.6 1.145 0.594 17.94 31255.7 MSCL2_1701240118 0.984077 0.001063 0.983202 0.001081 0.982489 0.001100 0.982063 0.001120 0.982217 0.001142 
7777.952144 1.4790 338.1 -0.229 0.850 17.94 27649.2 MSCL2_1701240119 0.985935 0.001167 0.985093 0.001193 0.984590 0.001220 0.984510 0.001250 0.984655 0.001281 
7777.952769 1.4738 615.8 0.695 0.286 18.26 11190.8 MSCL2_1701240120 0.986866 0.002199 0.985635 0.002299 0.985361 0.002405 0.985125 0.002514 0.985392 0.002625 
7777.953393 1.4686 376.2 0.921 1.207 18.43 23268.2 MSCL2_1701240121 0.994316 0.001250 0.993679 0.001282 0.993390 0.001316 0.993473 0.001352 0.993449 0.001389 
7777.954030 1.4635 336.5 0.492 0.692 17.88 28164.4 MSCL2_1701240122 0.981872 0.001148 0.981044 0.001173 0.981074 0.001201 0.980878 0.001230 0.980999 0.001260 
7777.954655 1.4584 687.0 -0.231 -0.560 18.74 9083.5 MSCL2_1701240123 0.957312 0.002689 0.956855 0.002831 0.956174 0.002973 0.956587 0.003124 0.957774 0.003280 
7777.955280 1.4534 391.0 0.293 1.071 18.43 20904.8 MSCL2_1701240124 0.983253 0.001290 0.982526 0.001325 0.982152 0.001364 0.981235 0.001402 0.980828 0.001442 
7777.955916 1.4484 576.7 0.167 -0.330 18.89 9955.2 MSCL2_1701240125 0.976123 0.002457 0.975771 0.002580 0.975810 0.002707 0.975795 0.002836 0.974871 0.002962 
7777.956541 1.4435 411.2 1.106 0.860 17.69 21029.2 MSCL2_1701240126 0.983007 0.001401 0.982200 0.001445 0.981442 0.001491 0.980759 0.001539 0.980466 0.001589 
7777.957178 1.4386 266.3 -0.343 -0.013 17.55 31560.4 MSCL2_1701240127 0.992105 0.001048 0.991356 0.001066 0.990881 0.001086 0.990661 0.001107 0.990340 0.001129 
7777.957803 1.4338 254.1 0.171 0.542 18.56 29660.2 MSCL2_1701240128 0.987615 0.001032 0.987076 0.001050 0.986617 0.001069 0.986305 0.001089 0.986303 0.001111 
7777.958439 1.4289 254.1 0.323 0.051 18.17 27478.5 MSCL2_1701240129 0.989766 0.001033 0.989351 0.001051 0.988899 0.001070 0.988953 0.001090 0.988890 0.001112 
7777.959064 1.4242 309.7 0.414 0.290 18.28 24331.0 MSCL2_1701240130 0.983389 0.001140 0.982661 0.001166 0.982389 0.001193 0.982465 0.001223 0.982582 0.001253 
7777.959689 1.4196 243.9 0.326 0.856 18.70 29941.1 MSCL2_1701240131 0.990257 0.001024 0.989738 0.001041 0.989621 0.001061 0.989472 0.001081 0.989592 0.001102 
7777.960314 1.4149 246.7 0.542 -0.452 18.42 30386.6 MSCL2_1701240132 0.986694 0.001023 0.986131 0.001041 0.986122 0.001061 0.985592 0.001081 0.985479 0.001102 
7777.960939 1.4104 250.0 -0.521 0.921 18.31 26428.0 MSCL2_1701240133 0.985299 0.001029 0.985121 0.001048 0.984986 0.001067 0.984642 0.001088 0.984823 0.001110 
7777.961564 1.4059 240.8 1.217 -0.305 18.76 28060.8 MSCL2_1701240134 0.986848 0.001016 0.986395 0.001033 0.986152 0.001052 0.985925 0.001072 0.985870 0.001093 
7777.962189 1.4014 237.4 -0.460 0.553 18.54 30240.0 MSCL2_1701240135 0.986847 0.001012 0.986098 0.001029 0.985753 0.001048 0.985180 0.001067 0.985349 0.001089 
7777.962803 1.3970 239.3 0.601 0.957 16.94 38222.9 MSCL2_1701240136 0.987231 0.001010 0.986373 0.001028 0.985636 0.001046 0.985108 0.001066 0.984875 0.001087 
7777.963428 1.3926 242.2 0.364 -0.612 17.25 34675.1 MSCL2_1701240137 0.987401 0.001011 0.986307 0.001028 0.985578 0.001047 0.985090 0.001067 0.984737 0.001088 
7777.964053 1.3883 240.7 -0.019 0.735 18.63 28398.4 MSCL2_1701240138 0.987262 0.001007 0.986944 0.001025 0.986515 0.001043 0.986200 0.001063 0.985965 0.001084 
7777.964689 1.3839 237.4 0.198 0.700 17.70 32427.0 MSCL2_1701240139 0.985659 0.001001 0.984739 0.001019 0.984383 0.001038 0.984275 0.001058 0.984121 0.001078 
7777.965314 1.3796 236.1 0.402 -0.496 18.05 30085.1 MSCL2_1701240140 0.986133 0.001003 0.985486 0.001021 0.985018 0.001040 0.984731 0.001060 0.984647 0.001081 
7777.965939 1.3754 235.9 0.414 0.994 18.13 28390.4 MSCL2_1701240141 0.986096 0.001005 0.985665 0.001023 0.985139 0.001042 0.984993 0.001062 0.984976 0.001083 
7777.966553 1.3713 234.9 0.027 -0.740 17.98 26591.5 MSCL2_1701240142 0.985974 0.001003 0.985977 0.001022 0.985767 0.001041 0.985774 0.001061 0.986225 0.001083 
7777.967178 1.3671 233.7 0.322 1.471 17.71 31297.7 MSCL2_1701240143 0.987166 0.001001 0.986426 0.001019 0.986346 0.001039 0.985913 0.001059 0.985688 0.001080 
7777.967803 1.3630 250.1 0.338 -0.866 17.81 31365.3 MSCL2_1701240144 0.988676 0.001038 0.987606 0.001058 0.986944 0.001079 0.986356 0.001102 0.986081 0.001126 
7777.968428 1.3589 229.7 -0.698 1.257 17.76 34834.8 MSCL2_1701240145 0.986559 0.000993 0.985660 0.001010 0.985056 0.001029 0.984384 0.001048 0.984446 0.001070 
7777.969053 1.3549 229.1 0.107 -0.404 17.59 33072.8 MSCL2_1701240146 0.987063 0.000992 0.986130 0.001010 0.985480 0.001028 0.984844 0.001048 0.984944 0.001070 
7777.969678 1.3509 231.9 0.646 -0.087 17.06 35285.9 MSCL2_1701240147 0.988493 0.000997 0.987577 0.001015 0.986782 0.001034 0.986173 0.001054 0.985941 0.001075 
7777.970303 1.3469 225.1 0.021 0.498 17.90 34913.9 MSCL2_1701240148 0.987349 0.000988 0.986322 0.001006 0.985411 0.001024 0.985137 0.001044 0.984921 0.001065 
7777.970928 1.3430 224.1 0.391 0.460 17.06 34252.1 MSCL2_1701240149 0.988063 0.000989 0.987390 0.001007 0.987218 0.001027 0.987081 0.001047 0.986871 0.001068 
7777.971553 1.3391 223.5 -0.077 0.102 17.38 34062.9 MSCL2_1701240150 0.987504 0.000987 0.986550 0.001005 0.985845 0.001023 0.985545 0.001043 0.985667 0.001065 
7777.972178 1.3353 225.9 0.231 0.413 17.42 30219.8 MSCL2_1701240151 0.985116 0.000993 0.984540 0.001011 0.984248 0.001030 0.984142 0.001051 0.984106 0.001073 
7777.972814 1.3314 240.7 0.354 -0.299 17.32 29294.5 MSCL2_1701240152 0.985381 0.001033 0.984733 0.001054 0.984161 0.001077 0.983729 0.001100 0.983534 0.001125 
7777.973451 1.3275 246.0 -0.556 0.446 17.89 25602.2 MSCL2_1701240153 0.982768 0.001045 0.982216 0.001067 0.981697 0.001091 0.981503 0.001115 0.981133 0.001141 
7777.974076 1.3238 215.4 0.213 -0.106 18.69 25199.7 MSCL2_1701240154 0.983473 0.000977 0.983750 0.000996 0.983832 0.001015 0.984022 0.001035 0.984186 0.001056 
7777.974701 1.3201 223.2 0.000 0.545 17.72 25783.3 MSCL2_1701240155 0.983195 0.000998 0.983352 0.001018 0.983280 0.001038 0.983052 0.001060 0.983416 0.001083 
7777.975326 1.3164 334.5 -0.433 -0.396 17.48 20370.2 MSCL2_1701240156 0.983537 0.001276 0.983156 0.001315 0.982799 0.001355 0.982305 0.001397 0.982639 0.001442 
7777.975939 1.3129 235.7 0.686 0.830 17.54 29704.9 MSCL2_1701240157 0.983702 0.001013 0.982997 0.001033 0.982540 0.001054 0.982286 0.001077 0.982236 0.001101 
7777.976564 1.3093 727.1 79.501 -52.094 17.58 2410.0 MSCL2_1701240158 0.714431 0.007289 0.711977 0.007720 0.712033 0.008191 0.716315 0.008764 0.716823 0.009247 
7777.977201 1.3056 703.0 -201.534 -175.554 23.78 1479.6 MSCL2_1701240159 0.251193 0.002759 0.250792 0.002934 0.250537 0.003114 0.250346 0.003283 0.250241 0.003449 
7777.977826 1.3021 580.1 -2.147 -1.121 18.60 3304.2 MSCL2_1701240160 1.001655 0.007164 1.004904 0.007661 1.008543 0.008170 1.009573 0.008660 1.012309 0.009187 
7777.978439 1.2987 466.8 -3.131 -1.241 18.23 7166.2 MSCL2_1701240161 0.993778 0.003366 0.995110 0.003564 0.994934 0.003755 0.995532 0.003955 0.996689 0.004158 
7777.979076 1.2951 265.3 -3.606 -0.414 18.77 23432.3 MSCL2_1701240162 0.989346 0.001115 0.989150 0.001143 0.988338 0.001171 0.988214 0.001202 0.987935 0.001233 
7777.979713 1.2916 199.0 0.576 0.189 18.58 31808.3 MSCL2_1701240163 0.987518 0.000959 0.986931 0.000976 0.986452 0.000994 0.985946 0.001013 0.986074 0.001034 
7777.980338 1.2882 199.3 -0.448 0.102 17.71 36368.0 MSCL2_1701240164 0.986857 0.000956 0.985957 0.000973 0.985373 0.000992 0.984980 0.001011 0.984974 0.001031 
7777.980974 1.2848 198.7 0.616 -0.335 17.22 33646.9 MSCL2_1701240165 0.985798 0.000953 0.984760 0.000970 0.984090 0.000988 0.983506 0.001007 0.983292 0.001027 
7777.981588 1.2815 197.8 -0.418 0.590 17.12 36187.3 MSCL2_1701240166 0.986456 0.000952 0.985768 0.000969 0.985299 0.000987 0.984975 0.001006 0.984944 0.001027 
7777.982213 1.2782 195.8 -0.023 -0.295 17.63 34460.3 MSCL2_1701240167 0.986870 0.000954 0.986358 0.000971 0.985764 0.000990 0.985372 0.001009 0.985327 0.001030 
7777.982838 1.2749 194.0 0.446 0.306 17.34 37318.7 MSCL2_1701240168 0.986690 0.000951 0.985786 0.000968 0.985468 0.000987 0.985073 0.001006 0.985218 0.001027 
7777.983474 1.2716 193.7 -0.003 0.313 17.13 40607.6 MSCL2_1701240169 0.988570 0.000952 0.987554 0.000969 0.986754 0.000987 0.985888 0.001006 0.985640 0.001026 
7777.984099 1.2684 191.7 -0.429 -0.367 17.03 39645.9 MSCL2_1701240170 0.988474 0.000952 0.987277 0.000969 0.986699 0.000987 0.986290 0.001006 0.986325 0.001027 
7777.984736 1.2652 191.3 0.706 0.624 16.99 38581.1 MSCL2_1701240171 0.989282 0.000952 0.988355 0.000969 0.987865 0.000988 0.987468 0.001007 0.987391 0.001028 
7777.985361 1.2620 189.0 0.303 -0.789 16.97 43655.0 MSCL2_1701240172 0.987620 0.000951 0.986664 0.000968 0.986192 0.000987 0.985645 0.001006 0.985684 0.001027 
7777.985997 1.2588 188.2 -0.681 0.748 17.46 36416.8 MSCL2_1701240173 0.987986 0.000946 0.986952 0.000963 0.986348 0.000981 0.986285 0.001001 0.986161 0.001021 
7777.986622 1.2557 187.7 0.152 0.238 17.56 36002.7 MSCL2_1701240174 0.986393 0.000946 0.985186 0.000963 0.984424 0.000981 0.983896 0.001000 0.983730 0.001021 
7777.987247 1.2527 190.4 0.109 -0.769 17.16 36565.3 MSCL2_1701240175 0.987522 0.000951 0.986887 0.000969 0.986378 0.000988 0.986106 0.001008 0.986055 0.001029 
7777.987884 1.2496 198.8 -0.217 0.398 17.82 34621.0 MSCL2_1701240176 0.987868 0.000948 0.987018 0.000966 0.986376 0.000985 0.986025 0.001005 0.985959 0.001026 
7777.988509 1.2465 197.8 0.121 -0.089 17.18 38323.5 MSCL2_1701240177 0.988733 0.000942 0.987862 0.000960 0.987355 0.000978 0.987196 0.000998 0.987301 0.001019 
7777.989145 1.2435 184.0 0.214 -0.072 17.13 37841.0 MSCL2_1701240178 0.987115 0.000936 0.986266 0.000953 0.985589 0.000970 0.985052 0.000989 0.984952 0.001009 
7777.989782 1.2405 181.7 -0.549 0.471 17.49 33679.5 MSCL2_1701240179 0.988406 0.000938 0.987831 0.000956 0.987428 0.000974 0.987131 0.000993 0.986750 0.001013 
7777.990407 1.2376 179.8 0.077 -0.724 15.95 43461.1 MSCL2_1701240180 0.990018 0.000933 0.989077 0.000950 0.988600 0.000968 0.988141 0.000987 0.987702 0.001006 
7777.991032 1.2347 179.1 0.088 0.317 17.22 37607.3 MSCL2_1701240181 0.988338 0.000931 0.987197 0.000947 0.986576 0.000965 0.985968 0.000984 0.985692 0.001003 
7777.991657 1.2318 179.8 0.032 -0.158 17.16 38114.7 MSCL2_1701240182 0.987851 0.000928 0.986812 0.000944 0.985879 0.000962 0.985335 0.000980 0.984829 0.001000 
7777.992294 1.2289 180.6 -0.322 0.025 17.18 40835.3 MSCL2_1701240183 0.987285 0.000924 0.986274 0.000941 0.985585 0.000958 0.984767 0.000977 0.984446 0.000996 
7777.992919 1.2261 180.6 0.368 0.402 16.88 45473.4 MSCL2_1701240184 0.987043 0.000924 0.986012 0.000941 0.985367 0.000959 0.984783 0.000977 0.984603 0.000997 
7777.993554 1.2232 209.0 0.041 -0.385 16.48 40497.2 MSCL2_1701240185 0.990235 0.001014 0.989019 0.001036 0.988090 0.001059 0.987403 0.001083 0.987396 0.001109 
7777.994168 1.2205 178.5 -0.254 0.445 16.84 43797.6 MSCL2_1701240186 0.988301 0.000925 0.987275 0.000941 0.986500 0.000959 0.986070 0.000978 0.985786 0.000998 
7777.994804 1.2177 175.1 0.037 -0.089 17.86 38535.1 MSCL2_1701240187 0.988266 0.000921 0.987207 0.000937 0.986417 0.000954 0.985781 0.000973 0.985415 0.000992 
7777.995429 1.2150 178.2 -0.104 -0.511 16.24 46654.9 MSCL2_1701240188 0.989219 0.000923 0.988264 0.000940 0.987478 0.000958 0.986965 0.000977 0.986607 0.000996 
7777.996043 1.2124 183.8 0.124 0.430 16.49 45446.0 MSCL2_1701240189 0.989323 0.000921 0.988215 0.000938 0.987545 0.000955 0.986810 0.000974 0.986482 0.000994 
7777.996668 1.2097 175.4 -0.278 -0.244 16.60 48758.7 MSCL2_1701240190 0.990154 0.000919 0.988690 0.000935 0.987708 0.000952 0.986954 0.000970 0.986542 0.000990 
7777.997281 1.2071 172.3 0.363 0.110 16.30 50429.6 MSCL2_1701240191 0.989038 0.000918 0.987900 0.000934 0.987166 0.000952 0.986397 0.000970 0.986143 0.000990 
7777.997906 1.2045 171.8 -0.516 0.063 20.67 31990.2 MSCL2_1701240192 0.988150 0.000914 0.987301 0.000931 0.986632 0.000948 0.986190 0.000967 0.986177 0.000987 
7777.998531 1.2019 171.9 0.309 -0.545 21.18 27349.0 MSCL2_1701240193 0.990355 0.000917 0.989573 0.000933 0.989172 0.000951 0.988507 0.000969 0.988120 0.000988 
7777.999156 1.1994 172.6 -0.553 0.257 20.22 30665.5 MSCL2_1701240194 0.989590 0.000914 0.988863 0.000930 0.988307 0.000948 0.987571 0.000966 0.987424 0.000986 
7777.999781 1.1968 172.7 -0.192 -0.042 21.53 27605.5 MSCL2_1701240195 0.990490 0.000916 0.989569 0.000932 0.989068 0.000950 0.988644 0.000969 0.988518 0.000989 
