# BJD(TDB)-2450000 airmass sky(ADU) dx(pix) dy(pix) fwhm(pix) peak(ADU) frame flux(r=28.0) err(r=28.0) flux(r=30.0) err(r=30.0) flux(r=32.0) err(r=32.0) flux(r=34.0) err(r=34.0) flux(r=36.0) err(r=36.0) 
7777.912134 1.9567 834.5 0.584 -1.304 20.32 18677.5 MSCL1_1701240061 1.000884 0.002085 1.001556 0.002096 1.002237 0.002107 1.003063 0.002120 1.003705 0.002132 
7777.912410 1.9520 835.9 0.420 -1.407 20.14 17662.8 MSCL1_1701240062 1.001517 0.002081 1.002875 0.002093 1.004410 0.002106 1.005386 0.002119 1.005994 0.002132 
7777.912688 1.9474 834.2 -0.227 1.190 18.65 20989.1 MSCL1_1701240063 0.996951 0.002062 0.997641 0.002073 0.998125 0.002084 0.998651 0.002095 0.998876 0.002107 
7777.912977 1.9426 834.6 -0.142 1.370 21.43 17054.4 MSCL1_1701240064 0.998659 0.002058 1.000000 0.002070 1.001284 0.002083 1.002404 0.002096 1.002826 0.002108 
7777.913244 1.9382 828.5 1.078 1.085 18.64 21913.7 MSCL1_1701240065 0.999591 0.002052 1.000055 0.002062 1.000857 0.002074 1.001425 0.002086 1.002123 0.002099 
7777.913521 1.9337 822.0 1.147 0.943 18.80 26261.0 MSCL1_1701240066 1.004059 0.002053 1.003873 0.002062 1.003467 0.002071 1.003516 0.002082 1.003884 0.002094 
7777.913811 1.9290 822.8 1.455 0.468 19.05 21044.3 MSCL1_1701240067 1.001963 0.002044 1.002203 0.002054 1.002573 0.002065 1.002838 0.002077 1.003196 0.002089 
7777.914089 1.9245 832.6 -0.135 -0.844 18.92 22624.1 MSCL1_1701240068 1.002280 0.002037 1.002561 0.002048 1.003143 0.002059 1.003489 0.002071 1.003871 0.002083 
7777.914366 1.9200 836.7 -2.089 -0.156 20.81 18551.8 MSCL1_1701240069 1.002385 0.002032 1.002596 0.002042 1.002747 0.002052 1.002724 0.002063 1.003018 0.002076 
7777.914656 1.9153 837.2 -0.266 -0.970 17.70 24231.1 MSCL1_1701240070 1.003147 0.002025 1.003230 0.002035 1.003600 0.002046 1.004088 0.002058 1.004419 0.002071 
7777.914945 1.9107 827.1 1.045 0.002 19.41 19505.1 MSCL1_1701240071 1.008503 0.002029 1.009288 0.002040 1.010412 0.002053 1.011207 0.002066 1.011390 0.002078 
7777.915234 1.9061 814.2 2.159 2.034 18.09 24394.1 MSCL1_1701240072 1.001944 0.002006 1.001799 0.002015 1.001881 0.002025 1.001986 0.002036 1.002005 0.002047 
7777.915512 1.9017 809.8 -0.769 0.374 20.77 20624.7 MSCL1_1701240073 1.002981 0.002001 1.003742 0.002012 1.004587 0.002024 1.004981 0.002036 1.005395 0.002048 
7777.915813 1.8970 801.2 0.512 1.219 17.43 23198.2 MSCL1_1701240074 1.006073 0.002000 1.005868 0.002009 1.006087 0.002020 1.006598 0.002032 1.006606 0.002043 
7777.916091 1.8927 804.0 1.397 0.464 18.95 22033.0 MSCL1_1701240075 1.003731 0.001988 1.003619 0.001997 1.003589 0.002007 1.003735 0.002018 1.004145 0.002031 
7777.916380 1.8882 810.1 0.053 -0.389 17.91 26536.3 MSCL1_1701240076 1.000263 0.001974 0.999892 0.001983 0.999388 0.001992 0.999213 0.002002 0.999352 0.002014 
7777.916658 1.8839 819.7 -0.379 -0.574 17.80 25596.9 MSCL1_1701240077 1.004392 0.001978 1.004458 0.001988 1.004353 0.001998 1.004882 0.002011 1.004677 0.002022 
7777.916947 1.8794 814.6 0.616 -0.157 19.41 22985.0 MSCL1_1701240078 1.003961 0.001970 1.004167 0.001980 1.004462 0.001991 1.004375 0.002002 1.004489 0.002014 
7777.917237 1.8750 897.9 0.824 -0.466 19.46 20838.8 MSCL1_1701240079 1.001006 0.001976 1.001326 0.001988 1.001897 0.002001 1.002331 0.002015 1.002656 0.002029 
7777.917514 1.8708 781.8 1.116 1.436 17.55 27021.9 MSCL1_1701240080 0.996228 0.001938 0.995806 0.001946 0.995770 0.001956 0.996171 0.001968 0.996299 0.001980 
7777.917792 1.8666 781.0 -1.408 2.074 18.17 24195.8 MSCL1_1701240081 1.001117 0.001941 1.001710 0.001951 1.002395 0.001963 1.002702 0.001974 1.003197 0.001987 
7777.918082 1.8623 773.8 -0.495 -1.169 19.96 20165.2 MSCL1_1701240082 1.002017 0.001938 1.002978 0.001949 1.003648 0.001961 1.004378 0.001973 1.004847 0.001986 
7777.918359 1.8581 767.3 1.830 -0.718 20.30 19865.2 MSCL1_1701240083 1.000015 0.001926 1.000721 0.001936 1.001350 0.001947 1.001971 0.001959 1.002151 0.001971 
7777.918649 1.8538 763.3 -1.367 2.097 20.95 17691.1 MSCL1_1701240084 0.998333 0.001916 0.999118 0.001927 1.000000 0.001939 1.000845 0.001951 1.001323 0.001963 
7777.918938 1.8495 764.2 0.015 0.241 17.98 24317.0 MSCL1_1701240085 1.002493 0.001915 1.003072 0.001926 1.003662 0.001937 1.003851 0.001947 1.003949 0.001959 
7777.919204 1.8456 772.1 0.617 -0.884 19.33 21918.9 MSCL1_1701240086 0.998491 0.001904 0.999063 0.001914 0.999653 0.001926 1.000396 0.001938 1.000804 0.001950 
7777.919494 1.8414 956.1 1.645 -2.326 19.30 18076.5 MSCL1_1701240087 1.000591 0.001940 1.001613 0.001955 1.002397 0.001970 1.003519 0.001987 1.003997 0.002003 
7777.919783 1.8372 1113.1 1.184 0.725 19.94 16634.1 MSCL1_1701240088 0.996556 0.001962 0.998283 0.001981 0.999595 0.002001 1.000263 0.002020 1.000627 0.002040 
7777.920049 1.8333 1671.7 -1.236 0.680 17.54 14699.3 MSCL1_1701240089 1.018465 0.002318 1.018969 0.002367 1.018782 0.002416 1.018428 0.002466 1.018802 0.002522 
7777.920327 1.8293 771.3 -0.806 1.105 17.98 22168.2 MSCL1_1701240090 1.004927 0.001893 1.005711 0.001904 1.006438 0.001916 1.006891 0.001928 1.006858 0.001939 
7777.920605 1.8253 756.1 2.021 0.335 18.88 19208.1 MSCL1_1701240091 0.997998 0.001873 0.999009 0.001884 1.000319 0.001896 1.001579 0.001909 1.002576 0.001923 
7777.920894 1.8212 742.9 -0.407 -0.220 18.05 21778.2 MSCL1_1701240092 0.997023 0.001864 0.997875 0.001875 0.999196 0.001887 0.999816 0.001899 1.000598 0.001912 
7777.921172 1.8173 741.9 -1.364 0.672 18.80 21921.5 MSCL1_1701240093 0.999647 0.001863 1.000234 0.001873 1.001051 0.001885 1.001556 0.001896 1.001958 0.001909 
7777.921450 1.8133 740.1 0.772 -0.040 18.23 21737.5 MSCL1_1701240094 0.999897 0.001856 1.000687 0.001867 1.001344 0.001878 1.001952 0.001890 1.002286 0.001902 
7777.921727 1.8094 738.2 2.217 1.113 18.33 25180.9 MSCL1_1701240095 1.004921 0.001860 1.004691 0.001869 1.004882 0.001879 1.005165 0.001890 1.005387 0.001902 
7777.922017 1.8054 732.7 0.705 0.036 16.61 27475.4 MSCL1_1701240096 0.999809 0.001844 0.999466 0.001852 0.999633 0.001863 0.999932 0.001874 1.000027 0.001885 
7777.922283 1.8017 734.2 -3.110 1.082 20.29 18798.1 MSCL1_1701240097 0.999438 0.001839 1.000141 0.001849 1.000929 0.001860 1.001493 0.001872 1.001657 0.001883 
7777.922572 1.7977 735.9 0.292 0.949 18.87 21129.5 MSCL1_1701240098 1.000344 0.001836 1.001139 0.001847 1.001944 0.001858 1.002728 0.001871 1.003366 0.001883 
7777.922850 1.7939 731.7 1.915 -0.892 18.98 21592.1 MSCL1_1701240099 0.999371 0.001827 0.999836 0.001837 1.000626 0.001848 1.000969 0.001859 1.001252 0.001871 
7777.923151 1.7898 725.4 0.316 -0.966 18.61 24846.9 MSCL1_1701240100 1.002141 0.001825 1.002081 0.001834 1.002258 0.001844 1.002526 0.001855 1.003059 0.001867 
7777.923417 1.7861 725.2 0.865 1.994 18.34 22993.2 MSCL1_1701240101 1.002372 0.001820 1.002433 0.001829 1.002759 0.001839 1.003026 0.001851 1.003481 0.001863 
7777.923707 1.7822 724.9 0.950 1.548 19.62 21030.4 MSCL1_1701240102 1.003208 0.001816 1.003464 0.001826 1.003674 0.001836 1.004163 0.001848 1.004612 0.001860 
7777.923984 1.7785 717.1 0.230 0.002 18.80 23042.7 MSCL1_1701240103 1.001681 0.001806 1.001762 0.001816 1.001968 0.001826 1.002339 0.001837 1.002518 0.001849 
7777.924274 1.7746 717.5 -0.415 -0.176 19.48 20674.6 MSCL1_1701240104 1.001361 0.001801 1.001461 0.001811 1.001894 0.001821 1.002462 0.001833 1.002790 0.001845 
7777.924552 1.7709 717.4 -0.780 -0.900 16.73 26265.2 MSCL1_1701240105 1.000318 0.001794 1.000151 0.001803 1.000479 0.001813 1.000570 0.001824 1.000684 0.001835 
7777.924841 1.7671 716.4 1.020 1.394 17.16 25665.6 MSCL1_1701240106 1.001318 0.001789 1.001586 0.001798 1.001868 0.001809 1.002028 0.001819 1.002170 0.001831 
7777.925130 1.7632 717.5 0.668 0.709 17.51 25837.4 MSCL1_1701240107 1.001240 0.001785 1.001380 0.001794 1.001696 0.001805 1.001792 0.001816 1.001961 0.001827 
7777.925396 1.7598 720.3 0.214 -0.482 18.55 21913.4 MSCL1_1701240108 1.001519 0.001781 1.002211 0.001791 1.002511 0.001802 1.002855 0.001813 1.003188 0.001825 
7777.925674 1.7561 719.8 0.636 0.626 19.55 21079.1 MSCL1_1701240109 1.004788 0.001783 1.005046 0.001793 1.005198 0.001803 1.005758 0.001815 1.005897 0.001827 
7777.925952 1.7525 716.3 0.048 -0.436 18.00 24147.6 MSCL1_1701240110 0.997727 0.001763 0.997917 0.001772 0.998101 0.001783 0.998177 0.001794 0.998155 0.001805 
7777.926230 1.7489 711.1 -1.212 0.120 21.03 17241.1 MSCL1_1701240111 0.994690 0.001753 0.996112 0.001765 0.997140 0.001777 0.998053 0.001789 0.998118 0.001800 
7777.926519 1.7452 706.1 1.535 0.672 19.32 20929.1 MSCL1_1701240112 1.003781 0.001764 1.004147 0.001774 1.004561 0.001784 1.004924 0.001796 1.005401 0.001808 
7777.926797 1.7416 707.4 0.604 0.278 17.09 23650.2 MSCL1_1701240113 1.000391 0.001752 1.000516 0.001761 1.000984 0.001772 1.001565 0.001784 1.001935 0.001796 
7777.927086 1.7380 707.5 -0.402 -0.781 17.23 23118.9 MSCL1_1701240114 1.001122 0.001748 1.001572 0.001758 1.002037 0.001768 1.002576 0.001780 1.003031 0.001792 
7777.927364 1.7344 704.8 1.272 -0.457 19.45 20348.1 MSCL1_1701240115 0.995738 0.001734 0.996372 0.001744 0.997027 0.001755 0.997546 0.001767 0.998015 0.001779 
7777.927653 1.7308 697.5 -0.754 0.293 19.20 21008.5 MSCL1_1701240116 1.002047 0.001739 1.002133 0.001748 1.002654 0.001759 1.002929 0.001770 1.003613 0.001783 
7777.927943 1.7272 693.9 0.878 1.142 19.01 23942.8 MSCL1_1701240117 0.999778 0.001729 0.999611 0.001738 0.999769 0.001748 1.000072 0.001759 1.000320 0.001771 
7777.928221 1.7237 696.7 -0.121 2.468 17.87 23493.1 MSCL1_1701240118 0.998362 0.001721 0.998240 0.001730 0.998538 0.001741 0.998759 0.001751 0.998764 0.001763 
7777.928510 1.7201 691.1 0.113 -0.488 19.10 23099.1 MSCL1_1701240119 1.002626 0.001724 1.002574 0.001733 1.002918 0.001743 1.003419 0.001755 1.003893 0.001767 
7777.928788 1.7167 680.0 -0.309 -1.276 18.54 21845.8 MSCL1_1701240120 1.003921 0.001721 1.004612 0.001731 1.005172 0.001742 1.005694 0.001753 1.005867 0.001765 
7777.929054 1.7134 675.7 1.592 -1.387 16.54 27807.6 MSCL1_1701240121 1.003235 0.001713 1.002994 0.001721 1.003140 0.001731 1.003400 0.001742 1.003428 0.001753 
7777.929343 1.7098 671.0 -0.356 1.107 19.48 22328.9 MSCL1_1701240122 1.000660 0.001704 1.000764 0.001713 1.000983 0.001723 1.001301 0.001734 1.001866 0.001746 
7777.929633 1.7063 671.2 0.321 2.601 19.29 20170.1 MSCL1_1701240123 0.998465 0.001698 0.999243 0.001708 0.999770 0.001719 1.000183 0.001730 1.000471 0.001742 
7777.929922 1.7028 671.9 -1.160 -0.406 18.89 21053.4 MSCL1_1701240124 1.002572 0.001698 1.002754 0.001707 1.003165 0.001717 1.003574 0.001729 1.003998 0.001740 
7777.930211 1.6993 665.5 1.072 -1.257 17.30 25018.0 MSCL1_1701240125 1.001149 0.001690 1.001460 0.001699 1.001664 0.001709 1.001917 0.001720 1.001970 0.001731 
7777.930501 1.6959 671.4 -0.024 -1.085 18.02 23697.5 MSCL1_1701240126 1.000979 0.001687 1.001140 0.001696 1.001176 0.001706 1.001390 0.001717 1.001374 0.001728 
7777.930778 1.6925 671.6 1.266 0.160 18.02 22945.5 MSCL1_1701240127 1.002546 0.001684 1.002591 0.001694 1.002852 0.001704 1.003210 0.001715 1.003431 0.001727 
7777.931068 1.6891 664.4 -0.553 1.931 16.07 26096.8 MSCL1_1701240128 0.998413 0.001671 0.998785 0.001681 0.999153 0.001691 0.999667 0.001702 0.999914 0.001714 
7777.931334 1.6860 662.9 0.711 0.081 18.70 22577.0 MSCL1_1701240129 1.004857 0.001678 1.005466 0.001688 1.005835 0.001698 1.006140 0.001709 1.006269 0.001720 
7777.931623 1.6826 660.1 -0.091 1.684 18.80 21509.1 MSCL1_1701240130 0.999693 0.001665 1.000467 0.001675 1.000937 0.001685 1.001397 0.001696 1.001834 0.001708 
7777.931901 1.6793 658.0 0.668 -0.103 19.53 20029.6 MSCL1_1701240131 0.997252 0.001657 0.998108 0.001668 0.998582 0.001678 0.998829 0.001689 0.999234 0.001701 
7777.932179 1.6761 660.7 -0.358 -1.063 18.29 22214.8 MSCL1_1701240132 1.002873 0.001663 1.003115 0.001672 1.003414 0.001683 1.003590 0.001694 1.003812 0.001706 
7777.932457 1.6728 659.6 -0.701 -0.833 18.55 22608.7 MSCL1_1701240133 1.004103 0.001661 1.004445 0.001671 1.004946 0.001682 1.005466 0.001694 1.005798 0.001705 
7777.932734 1.6696 656.7 1.423 1.272 19.71 21329.2 MSCL1_1701240134 0.999434 0.001649 0.999893 0.001658 1.000331 0.001669 1.000919 0.001681 1.001061 0.001692 
7777.933001 1.6666 661.4 0.202 2.437 18.46 22891.1 MSCL1_1701240135 1.003081 0.001650 1.003366 0.001660 1.003591 0.001671 1.003954 0.001682 1.003999 0.001693 
7777.933278 1.6634 664.4 -1.314 -0.654 17.20 24545.3 MSCL1_1701240136 1.002595 0.001645 1.002595 0.001654 1.002646 0.001664 1.002990 0.001676 1.002897 0.001687 
7777.933545 1.6604 659.8 -0.698 -2.224 17.61 23404.3 MSCL1_1701240137 1.001027 0.001637 1.001258 0.001647 1.001474 0.001657 1.001722 0.001668 1.002284 0.001680 
7777.933811 1.6574 652.8 2.539 0.063 17.85 23351.1 MSCL1_1701240138 1.001119 0.001633 1.000844 0.001642 1.001168 0.001652 1.001492 0.001663 1.001694 0.001675 
7777.934100 1.6541 652.1 1.787 1.724 19.05 21956.2 MSCL1_1701240139 1.002832 0.001633 1.003329 0.001643 1.003712 0.001654 1.003871 0.001665 1.004243 0.001677 
7777.934378 1.6510 654.0 -0.639 0.898 17.68 24765.0 MSCL1_1701240140 1.003073 0.001628 1.002795 0.001637 1.002787 0.001646 1.002657 0.001657 1.002844 0.001668 
7777.934667 1.6478 650.2 -0.278 -0.377 18.35 22884.6 MSCL1_1701240141 1.002307 0.001622 1.002204 0.001631 1.002569 0.001642 1.002645 0.001652 1.002849 0.001664 
7777.934945 1.6447 646.9 -0.824 -0.159 18.62 22108.5 MSCL1_1701240142 1.003845 0.001622 1.004050 0.001632 1.004303 0.001642 1.004422 0.001653 1.004607 0.001665 
7777.935234 1.6415 644.2 0.673 -0.613 19.48 23073.4 MSCL1_1701240143 0.999790 0.001611 1.000289 0.001621 1.000770 0.001632 1.001338 0.001644 1.001784 0.001656 
7777.935512 1.6384 638.4 1.221 -0.169 19.49 22554.9 MSCL1_1701240144 1.002690 0.001611 1.002592 0.001620 1.002857 0.001630 1.002878 0.001641 1.003209 0.001653 
7777.935802 1.6353 633.7 0.892 0.215 19.02 23718.0 MSCL1_1701240145 1.002487 0.001606 1.002519 0.001616 1.002484 0.001626 1.002898 0.001637 1.003539 0.001650 
7777.936091 1.6321 629.8 0.568 0.345 18.86 24799.5 MSCL1_1701240146 1.003042 0.001600 1.002706 0.001609 1.002774 0.001619 1.002832 0.001630 1.002856 0.001641 
7777.936357 1.6292 626.6 -0.564 1.151 17.01 28734.1 MSCL1_1701240147 1.000765 0.001592 1.000325 0.001600 1.000352 0.001610 1.000330 0.001621 1.000621 0.001632 
7777.936623 1.6264 623.2 0.885 -0.737 16.34 32851.3 MSCL1_1701240148 1.001099 0.001588 1.000266 0.001596 1.000035 0.001605 1.000183 0.001616 1.000247 0.001627 
7777.936913 1.6232 619.5 -0.091 -0.638 17.12 29090.5 MSCL1_1701240149 1.004232 0.001589 1.003692 0.001598 1.003593 0.001608 1.003585 0.001618 1.003889 0.001630 
7777.937190 1.6203 616.8 0.214 0.788 17.83 28594.5 MSCL1_1701240150 1.002582 0.001583 1.002403 0.001592 1.001983 0.001601 1.001892 0.001612 1.001993 0.001623 
7777.937480 1.6172 621.9 0.126 1.335 18.26 26960.4 MSCL1_1701240151 1.003110 0.001581 1.002552 0.001589 1.002496 0.001599 1.002368 0.001610 1.002648 0.001621 
7777.937758 1.6142 625.8 0.400 0.843 19.38 23356.7 MSCL1_1701240152 1.003125 0.001578 1.003015 0.001587 1.003275 0.001597 1.003418 0.001608 1.003743 0.001620 
7777.938035 1.6113 623.6 0.400 -0.205 19.41 23319.4 MSCL1_1701240153 1.000807 0.001570 1.000916 0.001579 1.001109 0.001589 1.001303 0.001600 1.001812 0.001612 
7777.938325 1.6083 620.6 0.596 -1.175 18.80 26414.3 MSCL1_1701240154 1.001850 0.001567 1.001434 0.001576 1.001132 0.001585 1.001167 0.001596 1.000962 0.001607 
7777.938602 1.6054 621.7 -0.226 -0.780 21.07 21268.2 MSCL1_1701240155 0.997892 0.001559 0.998222 0.001569 0.998544 0.001579 0.998797 0.001591 0.998907 0.001602 
7777.938892 1.6024 621.0 -0.642 1.135 17.94 26950.9 MSCL1_1701240156 0.998208 0.001556 0.998053 0.001565 0.998569 0.001576 0.998687 0.001587 0.998994 0.001599 
7777.939181 1.5994 623.9 -0.422 1.077 17.89 24647.5 MSCL1_1701240157 0.999266 0.001554 0.999286 0.001564 0.999300 0.001574 0.999837 0.001586 0.999918 0.001598 
7777.939447 1.5966 617.3 0.733 -0.316 17.83 26137.8 MSCL1_1701240158 0.999400 0.001548 0.999262 0.001558 0.998898 0.001567 0.998936 0.001578 0.999075 0.001589 
7777.939737 1.5937 612.7 0.357 -0.672 18.65 22851.4 MSCL1_1701240159 0.996517 0.001540 0.996679 0.001549 0.997015 0.001559 0.997445 0.001571 0.997637 0.001582 
7777.940014 1.5909 606.4 0.058 -1.271 18.43 27037.4 MSCL1_1701240160 1.000104 0.001542 0.999987 0.001551 0.999940 0.001561 1.000016 0.001572 1.000140 0.001584 
7777.940292 1.5880 603.4 -0.340 1.081 16.41 29670.2 MSCL1_1701240161 0.995576 0.001531 0.995273 0.001539 0.995115 0.001549 0.995288 0.001560 0.995500 0.001572 
7777.940582 1.5851 601.9 0.360 1.786 17.02 25504.8 MSCL1_1701240162 0.999348 0.001533 0.999290 0.001542 0.999366 0.001551 0.999831 0.001562 0.999969 0.001574 
7777.940859 1.5823 602.0 0.238 -0.853 17.91 27121.8 MSCL1_1701240163 0.998199 0.001527 0.997767 0.001536 0.997910 0.001546 0.998100 0.001557 0.998328 0.001569 
7777.941149 1.5794 606.7 -0.170 -0.258 19.89 22603.7 MSCL1_1701240164 0.996819 0.001523 0.996472 0.001532 0.996390 0.001542 0.996836 0.001553 0.997045 0.001565 
7777.941438 1.5765 605.9 -0.165 -0.541 19.06 25826.3 MSCL1_1701240165 1.001231 0.001525 1.000556 0.001534 1.000485 0.001544 1.000515 0.001555 1.000604 0.001566 
7777.941716 1.5738 603.3 -0.399 0.446 18.32 25691.7 MSCL1_1701240166 1.001796 0.001523 1.001633 0.001532 1.001483 0.001542 1.001518 0.001553 1.001370 0.001564 
7777.942005 1.5709 599.6 1.610 0.905 19.25 22651.6 MSCL1_1701240167 0.995334 0.001510 0.995763 0.001520 0.996156 0.001530 0.996223 0.001541 0.996500 0.001553 
7777.942283 1.5682 603.8 -0.251 0.981 19.58 21829.6 MSCL1_1701240168 0.999344 0.001512 0.999377 0.001521 0.999645 0.001532 0.999845 0.001543 1.000439 0.001555 
7777.942561 1.5655 607.2 -0.374 -0.271 17.41 25934.8 MSCL1_1701240169 0.995630 0.001504 0.995288 0.001513 0.995444 0.001524 0.995629 0.001535 0.995761 0.001546 
7777.942839 1.5628 602.4 -0.162 -1.212 16.83 27903.3 MSCL1_1701240170 0.996522 0.001500 0.995747 0.001508 0.995771 0.001518 0.995807 0.001529 0.995999 0.001541 
7777.943116 1.5601 597.7 0.341 0.941 17.75 25925.2 MSCL1_1701240171 0.997042 0.001498 0.996492 0.001506 0.996454 0.001517 0.996697 0.001528 0.996657 0.001539 
7777.943394 1.5574 596.0 -0.434 0.747 19.80 22372.3 MSCL1_1701240172 0.995662 0.001494 0.995413 0.001503 0.995408 0.001513 0.995266 0.001524 0.995551 0.001536 
7777.943683 1.5546 597.8 0.056 -0.025 18.71 25249.6 MSCL1_1701240173 0.993215 0.001485 0.992446 0.001493 0.992275 0.001503 0.992582 0.001514 0.992609 0.001526 
7777.943973 1.5519 595.9 -0.271 -1.184 17.69 26821.0 MSCL1_1701240174 1.000421 0.001493 1.000096 0.001503 1.000073 0.001513 1.000066 0.001524 0.999935 0.001535 
7777.944262 1.5491 594.6 -0.277 0.285 18.88 23086.5 MSCL1_1701240175 0.995012 0.001483 0.994858 0.001492 0.994882 0.001503 0.995056 0.001514 0.995317 0.001526 
7777.944528 1.5466 596.5 0.740 0.705 18.40 28366.7 MSCL1_1701240176 0.993396 0.001477 0.993000 0.001486 0.992997 0.001496 0.992917 0.001507 0.992798 0.001518 
7777.944818 1.5439 590.7 0.454 -0.453 17.44 27947.3 MSCL1_1701240177 0.999519 0.001482 0.999431 0.001492 0.999638 0.001502 0.999814 0.001513 0.999976 0.001525 
7777.945096 1.5413 583.2 0.112 1.124 19.01 24109.9 MSCL1_1701240178 0.992580 0.001469 0.992513 0.001478 0.992581 0.001488 0.993132 0.001500 0.993135 0.001511 
7777.945350 1.5389 576.8 -0.675 0.640 20.05 22677.7 MSCL1_1701240179 0.989755 0.001460 0.989835 0.001470 0.989993 0.001480 0.990301 0.001491 0.990140 0.001502 
7777.945628 1.5363 571.0 0.917 -1.190 18.70 25058.2 MSCL1_1701240180 0.994539 0.001463 0.994697 0.001473 0.994817 0.001483 0.995229 0.001494 0.995343 0.001505 
7777.945894 1.5339 569.3 0.708 -1.009 17.93 28449.8 MSCL1_1701240181 0.995903 0.001462 0.995345 0.001471 0.995233 0.001480 0.995589 0.001492 0.995932 0.001504 
7777.946172 1.5313 563.2 0.116 0.676 18.79 27755.2 MSCL1_1701240182 0.989261 0.001448 0.988609 0.001457 0.988483 0.001466 0.988116 0.001476 0.987956 0.001487 
7777.946461 1.5287 559.3 -0.068 1.266 18.40 29140.4 MSCL1_1701240183 0.994622 0.001451 0.994423 0.001460 0.994615 0.001470 0.994896 0.001481 0.995246 0.001493 
7777.946727 1.5262 559.2 0.867 0.494 21.29 21840.3 MSCL1_1701240184 0.992461 0.001448 0.992746 0.001457 0.993079 0.001468 0.993315 0.001479 0.993499 0.001490 
7777.947005 1.5237 553.8 0.378 -0.382 17.86 28746.8 MSCL1_1701240185 0.989956 0.001439 0.989293 0.001447 0.989110 0.001457 0.989097 0.001467 0.988971 0.001478 
7777.947295 1.5211 555.6 -0.984 0.199 19.66 23515.6 MSCL1_1701240186 0.990471 0.001437 0.990221 0.001446 0.990449 0.001456 0.990503 0.001467 0.990595 0.001478 
7777.947561 1.5187 556.9 0.110 -0.175 18.99 26327.2 MSCL1_1701240187 0.989989 0.001433 0.989761 0.001442 0.990046 0.001453 0.990237 0.001463 0.990459 0.001475 
7777.947850 1.5161 556.9 0.568 -0.734 18.26 28211.4 MSCL1_1701240188 0.993129 0.001436 0.992299 0.001444 0.991720 0.001453 0.991674 0.001463 0.992058 0.001475 
7777.948139 1.5135 553.7 0.931 -0.078 18.35 30115.9 MSCL1_1701240189 0.993851 0.001433 0.993330 0.001442 0.993189 0.001452 0.993062 0.001462 0.993417 0.001474 
7777.948417 1.5110 550.4 0.154 0.663 16.58 35802.1 MSCL1_1701240190 0.991715 0.001426 0.990642 0.001433 0.990352 0.001443 0.990114 0.001453 0.990140 0.001464 
7777.948707 1.5085 548.4 -0.272 1.108 18.36 29182.0 MSCL1_1701240191 0.989135 0.001420 0.988574 0.001428 0.988354 0.001438 0.988373 0.001449 0.988557 0.001460 
7777.948996 1.5059 548.8 -1.034 0.065 16.79 31108.9 MSCL1_1701240192 0.988727 0.001416 0.988160 0.001424 0.987763 0.001433 0.987492 0.001443 0.987504 0.001455 
7777.949285 1.5034 551.0 -0.845 -0.480 18.38 27750.2 MSCL1_1701240193 0.989779 0.001416 0.989293 0.001424 0.989179 0.001434 0.989207 0.001445 0.989265 0.001456 
7777.949563 1.5010 550.8 0.515 -0.542 16.15 29644.4 MSCL1_1701240194 0.986297 0.001409 0.985770 0.001417 0.985617 0.001427 0.985458 0.001438 0.985557 0.001449 
