# BJD(TDB)-2450000 airmass sky(mag) dx(pix) dy(pix) fwhm(pix) peak(mag) frame mag_t(r=28.0) mag_t-c_err(r=28.0) mag_c(r=28.0) mag_t(r=30.0) mag_t-c_err(r=30.0) mag_c(r=30.0) mag_t(r=32.0) mag_t-c_err(r=32.0) mag_c(r=32.0) mag_t(r=34.0) mag_t-c_err(r=34.0) mag_c(r=34.0) mag_t(r=36.0) mag_t-c_err(r=36.0) mag_c(r=36.0) 
7777.912134 1.9567 -7.304 0.584 -1.304 20.32 -10.678 MSCL1_1701240061 -16.98339 0.00156 -16.44437 -16.98915 0.00156 -16.44704 -16.99298 0.00156 -16.44906 -16.99550 0.00157 -16.45008 -16.99764 0.00157 -16.45094 
7777.912410 1.9520 -7.305 0.420 -1.407 20.14 -10.618 MSCL1_1701240062 -16.97834 0.00155 -16.43863 -16.98537 0.00156 -16.44183 -16.99010 0.00156 -16.44382 -16.99333 0.00156 -16.44539 -16.99581 0.00157 -16.44663 
7777.912688 1.9474 -7.303 -0.227 1.190 18.65 -10.805 MSCL1_1701240063 -16.98172 0.00155 -16.44697 -16.98715 0.00155 -16.44930 -16.99071 0.00155 -16.45126 -16.99330 0.00156 -16.45266 -16.99522 0.00156 -16.45375 
7777.912977 1.9426 -7.304 -0.142 1.370 21.43 -10.580 MSCL1_1701240064 -16.98143 0.00154 -16.44483 -16.98808 0.00154 -16.44766 -16.99255 0.00155 -16.44966 -16.99579 0.00155 -16.45108 -16.99808 0.00156 -16.45233 
7777.913244 1.9382 -7.296 1.078 1.085 18.64 -10.852 MSCL1_1701240065 -16.98674 0.00153 -16.44913 -16.99182 0.00154 -16.45134 -16.99518 0.00154 -16.45276 -16.99748 0.00155 -16.45384 -16.99936 0.00155 -16.45437 
7777.913521 1.9337 -7.287 1.147 0.943 18.80 -11.048 MSCL1_1701240066 -16.99391 0.00153 -16.45146 -16.99741 0.00153 -16.45279 -16.99947 0.00154 -16.45421 -17.00117 0.00154 -16.45526 -17.00261 0.00155 -16.45571 
7777.913811 1.9290 -7.288 1.455 0.468 19.05 -10.808 MSCL1_1701240067 -16.98851 0.00152 -16.44832 -16.99264 0.00153 -16.44983 -16.99534 0.00153 -16.45106 -16.99715 0.00153 -16.45197 -16.99867 0.00154 -16.45251 
7777.914089 1.9245 -7.301 -0.135 -0.844 18.92 -10.886 MSCL1_1701240068 -16.98456 0.00152 -16.44403 -16.98857 0.00152 -16.44537 -16.99125 0.00153 -16.44635 -16.99326 0.00153 -16.44738 -16.99470 0.00154 -16.44782 
7777.914366 1.9200 -7.306 -2.089 -0.156 20.81 -10.671 MSCL1_1701240069 -16.98566 0.00151 -16.44501 -16.99011 0.00152 -16.44688 -16.99286 0.00152 -16.44838 -16.99493 0.00153 -16.44987 -16.99672 0.00153 -16.45075 
7777.914656 1.9153 -7.307 -0.266 -0.970 17.70 -10.961 MSCL1_1701240070 -16.98233 0.00151 -16.44086 -16.98663 0.00151 -16.44270 -16.98949 0.00151 -16.44409 -16.99159 0.00152 -16.44506 -16.99335 0.00152 -16.44587 
7777.914945 1.9107 -7.294 1.045 0.002 19.41 -10.725 MSCL1_1701240071 -16.98821 0.00150 -16.44096 -16.99358 0.00150 -16.44312 -16.99727 0.00151 -16.44453 -16.99978 0.00151 -16.44558 -17.00186 0.00152 -16.44687 
7777.915234 1.9061 -7.277 2.159 2.034 18.09 -10.968 MSCL1_1701240072 -16.99215 0.00149 -16.45198 -16.99604 0.00150 -16.45366 -16.99839 0.00150 -16.45485 -17.00010 0.00151 -16.45585 -17.00150 0.00151 -16.45663 
7777.915512 1.9017 -7.271 -0.769 0.374 20.77 -10.786 MSCL1_1701240073 -16.99251 0.00149 -16.45122 -16.99725 0.00149 -16.45278 -17.00032 0.00150 -16.45385 -17.00230 0.00150 -16.45481 -17.00412 0.00151 -16.45558 
7777.915813 1.8970 -7.259 0.512 1.219 17.43 -10.914 MSCL1_1701240074 -16.99435 0.00148 -16.44972 -16.99879 0.00149 -16.45201 -17.00170 0.00149 -16.45361 -17.00385 0.00150 -16.45461 -17.00551 0.00150 -16.45567 
7777.916091 1.8927 -7.263 1.397 0.464 18.95 -10.858 MSCL1_1701240075 -16.99293 0.00148 -16.45083 -16.99664 0.00148 -16.45230 -16.99886 0.00149 -16.45347 -17.00062 0.00149 -16.45447 -17.00207 0.00150 -16.45489 
7777.916380 1.8882 -7.271 0.053 -0.389 17.91 -11.060 MSCL1_1701240076 -16.99444 0.00147 -16.45610 -16.99736 0.00148 -16.45706 -16.99891 0.00148 -16.45808 -17.00009 0.00148 -16.45884 -17.00120 0.00149 -16.45921 
7777.916658 1.8839 -7.284 -0.379 -0.574 17.80 -11.020 MSCL1_1701240077 -16.99210 0.00147 -16.44929 -16.99551 0.00147 -16.45026 -16.99752 0.00148 -16.45131 -16.99907 0.00148 -16.45168 -17.00035 0.00149 -16.45259 
7777.916947 1.8794 -7.277 0.616 -0.157 19.41 -10.904 MSCL1_1701240078 -16.99215 0.00146 -16.44980 -16.99614 0.00147 -16.45121 -16.99851 0.00147 -16.45218 -17.00014 0.00148 -16.45330 -17.00155 0.00148 -16.45399 
7777.917237 1.8750 -7.383 0.824 -0.466 19.46 -10.797 MSCL1_1701240079 -16.93582 0.00147 -16.39667 -16.94066 0.00147 -16.39880 -16.94379 0.00148 -16.40024 -16.94577 0.00148 -16.40114 -16.94775 0.00149 -16.40218 
7777.917514 1.8708 -7.233 1.116 1.436 17.55 -11.079 MSCL1_1701240080 -16.99939 0.00145 -16.46543 -17.00257 0.00145 -16.46671 -17.00470 0.00146 -16.46780 -17.00617 0.00146 -16.46823 -17.00751 0.00147 -16.46885 
7777.917792 1.8666 -7.232 -1.408 2.074 18.17 -10.959 MSCL1_1701240081 -17.00013 0.00144 -16.46086 -17.00431 0.00145 -16.46203 -17.00687 0.00145 -16.46278 -17.00875 0.00146 -16.46371 -17.01038 0.00146 -16.46422 
7777.918082 1.8623 -7.222 -0.495 -1.169 19.96 -10.762 MSCL1_1701240082 -16.99928 0.00144 -16.45903 -17.00449 0.00144 -16.46084 -17.00756 0.00145 -16.46211 -17.00994 0.00145 -16.46310 -17.01170 0.00146 -16.46376 
7777.918359 1.8581 -7.212 1.830 -0.718 20.30 -10.745 MSCL1_1701240083 -16.99716 0.00143 -16.45908 -17.00242 0.00144 -16.46122 -17.00577 0.00144 -16.46281 -17.00801 0.00145 -16.46377 -17.00986 0.00145 -16.46483 
7777.918649 1.8538 -7.207 -1.367 2.097 20.95 -10.619 MSCL1_1701240084 -16.99572 0.00143 -16.45947 -17.00108 0.00143 -16.46161 -17.00464 0.00144 -16.46314 -17.00713 0.00144 -16.46411 -17.00900 0.00145 -16.46488 
7777.918938 1.8495 -7.208 0.015 0.241 17.98 -10.965 MSCL1_1701240085 -17.00405 0.00142 -16.46329 -17.00821 0.00143 -16.46446 -17.01083 0.00143 -16.46536 -17.01261 0.00144 -16.46633 -17.01394 0.00144 -16.46697 
7777.919204 1.8456 -7.219 0.617 -0.884 19.33 -10.852 MSCL1_1701240086 -16.99886 0.00142 -16.46244 -17.00393 0.00142 -16.46453 -17.00724 0.00143 -16.46612 -17.00965 0.00143 -16.46711 -17.01149 0.00144 -16.46793 
7777.919494 1.8414 -7.451 1.645 -2.326 19.30 -10.643 MSCL1_1701240087 -16.89538 0.00143 -16.35668 -16.90144 0.00144 -16.35927 -16.90552 0.00144 -16.36142 -16.90852 0.00145 -16.36260 -16.91062 0.00146 -16.36360 
7777.919783 1.8372 -7.616 1.184 0.725 19.94 -10.552 MSCL1_1701240088 -16.80714 0.00145 -16.27283 -16.81373 0.00145 -16.27517 -16.81786 0.00146 -16.27680 -16.82060 0.00147 -16.27821 -16.82290 0.00148 -16.27953 
7777.920049 1.8333 -8.058 -1.236 0.680 17.54 -10.418 MSCL1_1701240089 -16.35929 0.00158 -15.80137 -16.36463 0.00160 -15.80381 -16.36807 0.00162 -15.80637 -16.37065 0.00165 -15.80872 -16.37290 0.00167 -15.80998 
7777.920327 1.8293 -7.218 -0.806 1.105 17.98 -10.864 MSCL1_1701240090 -17.00017 0.00140 -16.45678 -17.00556 0.00141 -16.45896 -17.00894 0.00141 -16.46048 -17.01135 0.00141 -16.46179 -17.01302 0.00142 -16.46291 
7777.920605 1.8253 -7.196 2.021 0.335 18.88 -10.709 MSCL1_1701240091 -16.99784 0.00140 -16.46195 -17.00460 0.00140 -16.46526 -17.00918 0.00140 -16.46734 -17.01250 0.00141 -16.46868 -17.01497 0.00141 -16.46949 
7777.920894 1.8212 -7.177 -0.407 -0.220 18.05 -10.845 MSCL1_1701240092 -16.99959 0.00139 -16.46477 -17.00537 0.00139 -16.46726 -17.00930 0.00140 -16.46868 -17.01194 0.00140 -16.47004 -17.01418 0.00141 -16.47084 
7777.921172 1.8173 -7.176 -1.364 0.672 18.80 -10.852 MSCL1_1701240093 -17.00857 0.00139 -16.47090 -17.01341 0.00139 -16.47273 -17.01650 0.00139 -16.47387 -17.01882 0.00140 -16.47503 -17.02053 0.00140 -16.47571 
7777.921450 1.8133 -7.173 0.772 -0.040 18.23 -10.843 MSCL1_1701240094 -17.00831 0.00138 -16.47036 -17.01311 0.00139 -16.47194 -17.01616 0.00139 -16.47320 -17.01817 0.00139 -16.47395 -17.01993 0.00140 -16.47476 
7777.921727 1.8094 -7.170 2.217 1.113 18.33 -11.003 MSCL1_1701240095 -17.01032 0.00138 -16.46693 -17.01423 0.00138 -16.46873 -17.01668 0.00138 -16.46989 -17.01835 0.00139 -16.47065 -17.01984 0.00139 -16.47131 
7777.922017 1.8054 -7.162 0.705 0.036 16.61 -11.097 MSCL1_1701240096 -17.00865 0.00137 -16.47080 -17.01241 0.00138 -16.47257 -17.01504 0.00138 -16.47394 -17.01683 0.00138 -16.47480 -17.01822 0.00139 -16.47550 
7777.922283 1.8017 -7.165 -3.110 1.082 20.29 -10.685 MSCL1_1701240097 -17.00368 0.00137 -16.46623 -17.00947 0.00137 -16.46889 -17.01325 0.00138 -16.47075 -17.01594 0.00138 -16.47221 -17.01792 0.00139 -16.47343 
7777.922572 1.7977 -7.167 0.292 0.949 18.87 -10.812 MSCL1_1701240098 -17.00385 0.00136 -16.46542 -17.00953 0.00137 -16.46787 -17.01318 0.00137 -16.46957 -17.01595 0.00138 -16.47089 -17.01804 0.00138 -16.47170 
7777.922850 1.7939 -7.161 1.915 -0.892 18.98 -10.836 MSCL1_1701240099 -17.00795 0.00136 -16.47058 -17.01275 0.00136 -16.47251 -17.01569 0.00137 -16.47351 -17.01781 0.00137 -16.47465 -17.01963 0.00138 -16.47558 
7777.923151 1.7898 -7.152 0.316 -0.966 18.61 -10.988 MSCL1_1701240100 -17.01440 0.00135 -16.47402 -17.01824 0.00136 -16.47556 -17.02061 0.00136 -16.47666 -17.02237 0.00137 -16.47752 -17.02401 0.00137 -16.47800 
7777.923417 1.7861 -7.151 0.865 1.994 18.34 -10.904 MSCL1_1701240101 -17.01251 0.00135 -16.47188 -17.01687 0.00135 -16.47381 -17.01948 0.00136 -16.47499 -17.02139 0.00136 -16.47601 -17.02319 0.00137 -16.47673 
7777.923707 1.7822 -7.151 0.950 1.548 19.62 -10.807 MSCL1_1701240102 -17.01369 0.00134 -16.47215 -17.01808 0.00135 -16.47391 -17.02083 0.00135 -16.47535 -17.02299 0.00136 -16.47638 -17.02478 0.00136 -16.47710 
7777.923984 1.7785 -7.139 0.230 0.002 18.80 -10.906 MSCL1_1701240103 -17.01693 0.00134 -16.47704 -17.02089 0.00134 -16.47855 -17.02339 0.00135 -16.47976 -17.02523 0.00135 -16.48059 -17.02664 0.00136 -16.48121 
7777.924274 1.7746 -7.140 -0.415 -0.176 19.48 -10.789 MSCL1_1701240104 -17.01225 0.00134 -16.47272 -17.01671 0.00134 -16.47471 -17.01964 0.00135 -16.47609 -17.02173 0.00135 -16.47696 -17.02351 0.00135 -16.47779 
7777.924552 1.7709 -7.139 -0.780 -0.900 16.73 -11.048 MSCL1_1701240105 -17.01102 0.00133 -16.47262 -17.01568 0.00134 -16.47510 -17.01876 0.00134 -16.47674 -17.02096 0.00134 -16.47824 -17.02280 0.00135 -16.47937 
7777.924841 1.7671 -7.138 1.020 1.394 17.16 -11.023 MSCL1_1701240106 -17.01370 0.00133 -16.47421 -17.01831 0.00133 -16.47617 -17.02126 0.00134 -16.47774 -17.02338 0.00134 -16.47908 -17.02512 0.00135 -16.48008 
7777.925130 1.7632 -7.140 0.668 0.709 17.51 -11.031 MSCL1_1701240107 -17.01473 0.00132 -16.47533 -17.01882 0.00133 -16.47690 -17.02143 0.00133 -16.47809 -17.02315 0.00134 -16.47910 -17.02464 0.00134 -16.47982 
7777.925396 1.7598 -7.144 0.214 -0.482 18.55 -10.852 MSCL1_1701240108 -17.01246 0.00132 -16.47275 -17.01764 0.00132 -16.47483 -17.02092 0.00133 -16.47671 -17.02335 0.00133 -16.47816 -17.02539 0.00134 -16.47924 
7777.925674 1.7561 -7.143 0.636 0.626 19.55 -10.810 MSCL1_1701240109 -17.01296 0.00132 -16.46971 -17.01741 0.00132 -16.47153 -17.02023 0.00132 -16.47310 -17.02240 0.00133 -16.47407 -17.02410 0.00133 -16.47502 
7777.925952 1.7525 -7.138 0.048 -0.436 18.00 -10.957 MSCL1_1701240110 -17.01182 0.00131 -16.47623 -17.01571 0.00132 -16.47755 -17.01819 0.00132 -16.47875 -17.01997 0.00132 -16.47985 -17.02148 0.00133 -16.48079 
7777.926230 1.7489 -7.130 -1.212 0.120 21.03 -10.591 MSCL1_1701240111 -17.00805 0.00131 -16.47577 -17.01402 0.00131 -16.47783 -17.01787 0.00132 -16.47949 -17.02051 0.00132 -16.48052 -17.02259 0.00133 -16.48194 
7777.926519 1.7452 -7.122 1.535 0.672 19.32 -10.802 MSCL1_1701240112 -17.01308 0.00130 -16.47093 -17.01839 0.00131 -16.47347 -17.02188 0.00131 -16.47545 -17.02442 0.00132 -16.47698 -17.02647 0.00132 -16.47793 
7777.926797 1.7416 -7.124 0.604 0.278 17.09 -10.935 MSCL1_1701240113 -17.01128 0.00130 -16.47280 -17.01603 0.00130 -16.47505 -17.01923 0.00131 -16.47666 -17.02153 0.00131 -16.47773 -17.02352 0.00132 -16.47873 
7777.927086 1.7380 -7.124 -0.402 -0.781 17.23 -10.910 MSCL1_1701240114 -17.01067 0.00129 -16.47139 -17.01606 0.00130 -16.47394 -17.01959 0.00130 -16.47588 -17.02230 0.00131 -16.47741 -17.02421 0.00131 -16.47823 
7777.927364 1.7344 -7.120 1.272 -0.457 19.45 -10.771 MSCL1_1701240115 -17.00921 0.00129 -16.47578 -17.01468 0.00130 -16.47820 -17.01822 0.00130 -16.47995 -17.02063 0.00130 -16.48119 -17.02274 0.00131 -16.48221 
7777.927653 1.7308 -7.109 -0.754 0.293 19.20 -10.806 MSCL1_1701240116 -17.01477 0.00129 -16.47449 -17.01956 0.00129 -16.47683 -17.02279 0.00129 -16.47842 -17.02505 0.00130 -16.47977 -17.02696 0.00130 -16.48035 
7777.927943 1.7272 -7.103 0.878 1.142 19.01 -10.948 MSCL1_1701240117 -17.01874 0.00128 -16.48093 -17.02246 0.00129 -16.48247 -17.02499 0.00129 -16.48374 -17.02679 0.00130 -16.48461 -17.02808 0.00130 -16.48504 
7777.928221 1.7237 -7.108 -0.121 2.468 17.87 -10.927 MSCL1_1701240118 -17.01500 0.00128 -16.47872 -17.01918 0.00128 -16.48067 -17.02176 0.00129 -16.48185 -17.02381 0.00129 -16.48306 -17.02532 0.00130 -16.48397 
7777.928510 1.7201 -7.099 0.113 -0.488 19.10 -10.909 MSCL1_1701240119 -17.02008 0.00127 -16.47917 -17.02439 0.00128 -16.48118 -17.02721 0.00128 -16.48255 -17.02912 0.00129 -16.48331 -17.03084 0.00129 -16.48393 
7777.928788 1.7167 -7.081 -0.309 -1.276 18.54 -10.848 MSCL1_1701240120 -17.01938 0.00127 -16.47707 -17.02459 0.00127 -16.47917 -17.02804 0.00128 -16.48094 -17.03036 0.00128 -16.48209 -17.03218 0.00129 -16.48313 
7777.929054 1.7134 -7.074 1.592 -1.387 16.54 -11.110 MSCL1_1701240121 -17.02243 0.00127 -16.48087 -17.02620 0.00127 -16.48253 -17.02871 0.00127 -16.48381 -17.03040 0.00128 -16.48461 -17.03180 0.00128 -16.48539 
7777.929343 1.7098 -7.067 -0.356 1.107 19.48 -10.872 MSCL1_1701240122 -17.02089 0.00126 -16.48211 -17.02541 0.00127 -16.48416 -17.02844 0.00127 -16.48587 -17.03048 0.00127 -16.48696 -17.03219 0.00128 -16.48748 
7777.929633 1.7063 -7.067 0.321 2.601 19.29 -10.762 MSCL1_1701240123 -17.01540 0.00126 -16.47901 -17.02092 0.00126 -16.48132 -17.02436 0.00127 -16.48311 -17.02684 0.00127 -16.48454 -17.02884 0.00128 -16.48564 
7777.929922 1.7028 -7.068 -1.160 -0.406 18.89 -10.808 MSCL1_1701240124 -17.01913 0.00125 -16.47829 -17.02407 0.00126 -16.48067 -17.02731 0.00126 -16.48239 -17.02952 0.00127 -16.48354 -17.03151 0.00127 -16.48449 
7777.930211 1.6993 -7.058 1.072 -1.257 17.30 -10.996 MSCL1_1701240125 -17.02003 0.00125 -16.48073 -17.02468 0.00125 -16.48267 -17.02783 0.00126 -16.48453 -17.03005 0.00126 -16.48587 -17.03181 0.00127 -16.48698 
7777.930501 1.6959 -7.067 -0.024 -1.085 18.02 -10.937 MSCL1_1701240126 -17.01841 0.00125 -16.47929 -17.02285 0.00125 -16.48119 -17.02554 0.00126 -16.48277 -17.02748 0.00126 -16.48387 -17.02896 0.00126 -16.48478 
7777.930778 1.6925 -7.068 1.266 0.160 18.02 -10.902 MSCL1_1701240127 -17.02171 0.00124 -16.48089 -17.02581 0.00125 -16.48258 -17.02827 0.00125 -16.48368 -17.03012 0.00126 -16.48454 -17.03154 0.00126 -16.48513 
7777.931068 1.6891 -7.056 -0.553 1.931 16.07 -11.041 MSCL1_1701240128 -17.01744 0.00124 -16.48110 -17.02182 0.00124 -16.48272 -17.02456 0.00125 -16.48399 -17.02676 0.00125 -16.48501 -17.02839 0.00126 -16.48579 
7777.931334 1.6860 -7.054 0.711 0.081 18.70 -10.884 MSCL1_1701240129 -17.02152 0.00124 -16.47820 -17.02622 0.00124 -16.47989 -17.02935 0.00124 -16.48154 -17.03155 0.00125 -16.48280 -17.03329 0.00125 -16.48382 
7777.931623 1.6826 -7.049 -0.091 1.684 18.80 -10.832 MSCL1_1701240130 -17.01696 0.00123 -16.47924 -17.02185 0.00124 -16.48092 -17.02501 0.00124 -16.48250 -17.02722 0.00125 -16.48360 -17.02903 0.00125 -16.48435 
7777.931901 1.6793 -7.046 0.668 -0.103 19.53 -10.754 MSCL1_1701240131 -17.01698 0.00123 -16.48191 -17.02248 0.00123 -16.48411 -17.02581 0.00124 -16.48585 -17.02825 0.00124 -16.48742 -17.03018 0.00125 -16.48832 
7777.932179 1.6761 -7.050 -0.358 -1.063 18.29 -10.867 MSCL1_1701240132 -17.02125 0.00123 -16.48008 -17.02562 0.00123 -16.48182 -17.02825 0.00123 -16.48305 -17.03009 0.00124 -16.48410 -17.03174 0.00124 -16.48492 
7777.932457 1.6728 -7.048 -0.701 -0.833 18.55 -10.886 MSCL1_1701240133 -17.01711 0.00122 -16.47461 -17.02206 0.00123 -16.47683 -17.02506 0.00123 -16.47821 -17.02744 0.00124 -16.47942 -17.02942 0.00124 -16.48045 
7777.932734 1.6696 -7.043 1.423 1.272 19.71 -10.822 MSCL1_1701240134 -17.01555 0.00122 -16.47810 -17.02085 0.00122 -16.48055 -17.02415 0.00123 -16.48229 -17.02663 0.00123 -16.48353 -17.02873 0.00124 -16.48489 
7777.933001 1.6666 -7.051 0.202 2.437 18.46 -10.899 MSCL1_1701240135 -17.01754 0.00122 -16.47615 -17.02208 0.00122 -16.47801 -17.02490 0.00122 -16.47951 -17.02700 0.00123 -16.48061 -17.02868 0.00123 -16.48165 
7777.933278 1.6634 -7.056 -1.314 -0.654 17.20 -10.975 MSCL1_1701240136 -17.01680 0.00121 -16.47593 -17.02133 0.00122 -16.47810 -17.02419 0.00122 -16.47982 -17.02631 0.00122 -16.48096 -17.02792 0.00123 -16.48208 
7777.933545 1.6604 -7.048 -0.698 -2.224 17.61 -10.923 MSCL1_1701240137 -17.01813 0.00121 -16.47896 -17.02263 0.00121 -16.48085 -17.02536 0.00122 -16.48227 -17.02756 0.00122 -16.48359 -17.02942 0.00123 -16.48425 
7777.933811 1.6574 -7.037 2.539 0.063 17.85 -10.921 MSCL1_1701240138 -17.01986 0.00121 -16.48058 -17.02385 0.00121 -16.48251 -17.02639 0.00121 -16.48362 -17.02827 0.00122 -16.48455 -17.02981 0.00122 -16.48528 
7777.934100 1.6541 -7.036 1.787 1.724 19.05 -10.854 MSCL1_1701240139 -17.01795 0.00120 -16.47682 -17.02280 0.00121 -16.47877 -17.02595 0.00121 -16.48043 -17.02802 0.00122 -16.48172 -17.02982 0.00122 -16.48253 
7777.934378 1.6510 -7.039 -0.639 0.898 17.68 -10.985 MSCL1_1701240140 -17.01952 0.00120 -16.47813 -17.02322 0.00120 -16.47977 -17.02564 0.00121 -16.48112 -17.02721 0.00121 -16.48222 -17.02871 0.00122 -16.48293 
7777.934667 1.6478 -7.033 -0.278 -0.377 18.35 -10.899 MSCL1_1701240141 -17.01980 0.00120 -16.47924 -17.02357 0.00120 -16.48076 -17.02613 0.00120 -16.48185 -17.02800 0.00121 -16.48303 -17.02950 0.00121 -16.48372 
7777.934945 1.6447 -7.027 -0.824 -0.159 18.62 -10.861 MSCL1_1701240142 -17.01785 0.00119 -16.47563 -17.02257 0.00120 -16.47776 -17.02555 0.00120 -16.47939 -17.02749 0.00121 -16.48060 -17.02924 0.00121 -16.48156 
7777.935234 1.6415 -7.023 0.673 -0.613 19.48 -10.908 MSCL1_1701240143 -17.01525 0.00119 -16.47742 -17.01980 0.00119 -16.47907 -17.02263 0.00120 -16.48030 -17.02481 0.00120 -16.48126 -17.02659 0.00121 -16.48196 
7777.935512 1.6384 -7.013 1.221 -0.169 19.49 -10.883 MSCL1_1701240144 -17.02350 0.00119 -16.48252 -17.02724 0.00119 -16.48401 -17.02965 0.00119 -16.48506 -17.03125 0.00120 -16.48602 -17.03272 0.00120 -16.48655 
7777.935802 1.6353 -7.005 0.892 0.215 19.02 -10.938 MSCL1_1701240145 -17.01986 0.00118 -16.47911 -17.02424 0.00119 -16.48108 -17.02681 0.00119 -16.48262 -17.02882 0.00120 -16.48357 -17.03054 0.00120 -16.48402 
7777.936091 1.6321 -6.998 0.568 0.345 18.86 -10.986 MSCL1_1701240146 -17.02539 0.00118 -16.48403 -17.02924 0.00118 -16.48589 -17.03183 0.00119 -16.48732 -17.03353 0.00119 -16.48836 -17.03511 0.00120 -16.48933 
7777.936357 1.6292 -6.993 -0.564 1.151 17.01 -11.146 MSCL1_1701240147 -17.02425 0.00117 -16.48537 -17.02759 0.00118 -16.48682 -17.02966 0.00118 -16.48778 -17.03107 0.00119 -16.48861 -17.03248 0.00119 -16.48911 
7777.936623 1.6264 -6.987 0.885 -0.737 16.34 -11.291 MSCL1_1701240148 -17.02832 0.00117 -16.48906 -17.03080 0.00118 -16.49010 -17.03238 0.00118 -16.49085 -17.03372 0.00118 -16.49141 -17.03485 0.00119 -16.49189 
7777.936913 1.6232 -6.980 -0.091 -0.638 17.12 -11.159 MSCL1_1701240149 -17.02997 0.00117 -16.48733 -17.03289 0.00117 -16.48846 -17.03472 0.00118 -16.48933 -17.03601 0.00118 -16.49002 -17.03737 0.00119 -16.49047 
7777.937190 1.6203 -6.975 0.214 0.788 17.83 -11.141 MSCL1_1701240150 -17.02808 0.00116 -16.48722 -17.03147 0.00117 -16.48844 -17.03349 0.00117 -16.48985 -17.03496 0.00118 -16.49080 -17.03609 0.00118 -16.49124 
7777.937480 1.6172 -6.984 0.126 1.335 18.26 -11.077 MSCL1_1701240151 -17.02546 0.00116 -16.48403 -17.02876 0.00117 -16.48557 -17.03092 0.00117 -16.48672 -17.03257 0.00118 -16.48790 -17.03399 0.00118 -16.48843 
7777.937758 1.6142 -6.991 0.400 0.843 19.38 -10.921 MSCL1_1701240152 -17.02412 0.00116 -16.48268 -17.02823 0.00116 -16.48455 -17.03101 0.00117 -16.48596 -17.03293 0.00117 -16.48712 -17.03465 0.00118 -16.48790 
7777.938035 1.6113 -6.987 0.400 -0.205 19.41 -10.919 MSCL1_1701240153 -17.02439 0.00116 -16.48545 -17.02864 0.00116 -16.48723 -17.03128 0.00117 -16.48858 -17.03307 0.00117 -16.48955 -17.03473 0.00118 -16.49007 
