# BJD(TDB)-2450000 airmass sky(mag) dx(pix) dy(pix) fwhm(pix) peak(mag) frame mag_t(r=28.0) mag_t-c_err(r=28.0) mag_c(r=28.0) mag_t(r=30.0) mag_t-c_err(r=30.0) mag_c(r=30.0) mag_t(r=32.0) mag_t-c_err(r=32.0) mag_c(r=32.0) mag_t(r=34.0) mag_t-c_err(r=34.0) mag_c(r=34.0) mag_t(r=36.0) mag_t-c_err(r=36.0) mag_c(r=36.0) 
7777.918452 1.8567 -8.276 -1.036 -0.068 21.81 -10.594 MSCL0_1701240063 -17.00763 0.00098 -16.28488 -17.01348 0.00099 -16.28717 -17.01740 0.00100 -16.28867 -17.02014 0.00101 -16.29044 -17.02226 0.00103 -16.29143 
7777.919193 1.8458 -8.291 -0.676 -0.986 19.83 -10.756 MSCL0_1701240064 -16.99814 0.00097 -16.27153 -17.00332 0.00099 -16.27373 -17.00658 0.00100 -16.27534 -17.00934 0.00101 -16.27656 -17.01161 0.00103 -16.27748 
7777.919922 1.8352 -8.568 -1.390 0.167 20.34 -10.414 MSCL0_1701240065 -16.68181 0.00110 -15.95244 -16.68878 0.00112 -15.95479 -16.69339 0.00115 -15.95692 -16.69649 0.00117 -15.95924 -16.69953 0.00120 -15.95998 
7777.920674 1.8243 -8.256 -0.630 0.257 19.65 -10.720 MSCL0_1701240066 -17.01337 0.00096 -16.29043 -17.01965 0.00097 -16.29307 -17.02406 0.00098 -16.29484 -17.02738 0.00099 -16.29682 -17.02996 0.00101 -16.29804 
7777.921415 1.8138 -8.241 -0.865 0.331 20.70 -10.747 MSCL0_1701240067 -17.02387 0.00094 -16.29994 -17.02939 0.00096 -16.30204 -17.03283 0.00097 -16.30337 -17.03561 0.00098 -16.30463 -17.03790 0.00100 -16.30603 
7777.922156 1.8035 -8.233 -2.635 0.248 20.02 -10.786 MSCL0_1701240068 -17.01962 0.00094 -16.29684 -17.02522 0.00095 -16.29966 -17.02938 0.00096 -16.30173 -17.03229 0.00098 -16.30317 -17.03457 0.00099 -16.30399 
7777.922896 1.7933 -8.225 0.188 -0.668 20.20 -10.752 MSCL0_1701240069 -17.02555 0.00093 -16.30269 -17.03073 0.00094 -16.30486 -17.03383 0.00096 -16.30620 -17.03621 0.00097 -16.30766 -17.03842 0.00098 -16.30810 
7777.923637 1.7832 -8.216 -0.606 1.158 19.89 -10.805 MSCL0_1701240070 -17.03062 0.00093 -16.30493 -17.03535 0.00094 -16.30693 -17.03843 0.00095 -16.30841 -17.04057 0.00096 -16.30926 -17.04297 0.00098 -16.31026 
7777.924389 1.7731 -8.205 -1.405 -0.641 20.48 -10.804 MSCL0_1701240071 -17.03129 0.00092 -16.30892 -17.03657 0.00093 -16.31171 -17.03990 0.00094 -16.31331 -17.04256 0.00095 -16.31429 -17.04485 0.00097 -16.31560 
7777.925130 1.7633 -8.203 -0.870 0.329 18.95 -10.826 MSCL0_1701240072 -17.03023 0.00091 -16.30554 -17.03554 0.00093 -16.30774 -17.03908 0.00094 -16.30891 -17.04187 0.00095 -16.31054 -17.04433 0.00096 -16.31140 
7777.925883 1.7534 -8.197 -1.327 -0.158 20.88 -10.737 MSCL0_1701240073 -17.02958 0.00091 -16.30775 -17.03473 0.00092 -16.30963 -17.03811 0.00093 -16.31157 -17.04097 0.00094 -16.31321 -17.04339 0.00096 -16.31452 
7777.926623 1.7439 -8.182 -0.423 0.353 20.52 -10.699 MSCL0_1701240074 -17.03123 0.00090 -16.30829 -17.03686 0.00091 -16.31030 -17.04059 0.00092 -16.31216 -17.04323 0.00094 -16.31345 -17.04526 0.00095 -16.31454 
7777.927364 1.7344 -8.173 -0.938 -0.417 20.59 -10.707 MSCL0_1701240075 -17.03022 0.00089 -16.30839 -17.03652 0.00090 -16.31132 -17.04046 0.00092 -16.31332 -17.04346 0.00093 -16.31488 -17.04602 0.00094 -16.31664 
7777.928116 1.7250 -8.162 -0.891 1.614 20.25 -10.740 MSCL0_1701240076 -17.03616 0.00089 -16.31331 -17.04140 0.00090 -16.31566 -17.04491 0.00091 -16.31731 -17.04743 0.00092 -16.31840 -17.04939 0.00094 -16.31966 
7777.928857 1.7158 -8.139 -0.526 -1.463 19.00 -10.870 MSCL0_1701240077 -17.04336 0.00088 -16.31675 -17.04826 0.00089 -16.31886 -17.05141 0.00090 -16.32097 -17.05391 0.00092 -16.32260 -17.05598 0.00093 -16.32401 
7777.929598 1.7067 -8.127 -1.336 1.667 20.57 -10.740 MSCL0_1701240078 -17.04149 0.00088 -16.32109 -17.04648 0.00089 -16.32328 -17.05014 0.00090 -16.32471 -17.05308 0.00091 -16.32577 -17.05530 0.00092 -16.32660 
7777.930339 1.6978 -8.119 -0.756 -1.323 18.97 -10.875 MSCL0_1701240079 -17.04321 0.00087 -16.32019 -17.04800 0.00088 -16.32237 -17.05087 0.00089 -16.32421 -17.05326 0.00091 -16.32575 -17.05544 0.00092 -16.32671 
7777.931091 1.6888 -8.109 -0.685 0.820 18.70 -10.835 MSCL0_1701240080 -17.04259 0.00087 -16.31948 -17.04743 0.00088 -16.32158 -17.05040 0.00089 -16.32266 -17.05298 0.00090 -16.32391 -17.05520 0.00091 -16.32498 
7777.931832 1.6801 -8.098 -0.871 0.394 21.21 -10.634 MSCL0_1701240081 -17.04122 0.00086 -16.32074 -17.04704 0.00087 -16.32265 -17.05115 0.00088 -16.32457 -17.05390 0.00089 -16.32600 -17.05624 0.00090 -16.32682 
7777.932584 1.6714 -8.093 -0.816 0.109 20.63 -10.706 MSCL0_1701240082 -17.04110 0.00086 -16.31761 -17.04666 0.00087 -16.31994 -17.05034 0.00088 -16.32186 -17.05304 0.00089 -16.32342 -17.05519 0.00090 -16.32465 
7777.933325 1.6629 -8.091 -1.833 -0.465 19.57 -10.770 MSCL0_1701240083 -17.04048 0.00085 -16.31557 -17.04596 0.00086 -16.31744 -17.04979 0.00087 -16.31952 -17.05257 0.00089 -16.32066 -17.05484 0.00090 -16.32167 
7777.934042 1.6548 -8.076 0.628 0.878 19.34 -10.837 MSCL0_1701240084 -17.04164 0.00085 -16.31820 -17.04654 0.00086 -16.32000 -17.04974 0.00087 -16.32168 -17.05204 0.00088 -16.32283 -17.05416 0.00090 -16.32383 
7777.934795 1.6463 -8.070 -1.581 -0.301 20.03 -10.781 MSCL0_1701240085 -17.04255 0.00084 -16.31936 -17.04729 0.00085 -16.32124 -17.05044 0.00086 -16.32266 -17.05267 0.00088 -16.32408 -17.05494 0.00089 -16.32562 
7777.935535 1.6382 -8.056 0.070 -0.208 20.55 -10.812 MSCL0_1701240086 -17.04532 0.00084 -16.32554 -17.04996 0.00085 -16.32768 -17.05273 0.00086 -16.32933 -17.05481 0.00087 -16.33067 -17.05680 0.00088 -16.33168 
7777.936276 1.6301 -8.043 -0.931 0.743 18.97 -11.000 MSCL0_1701240087 -17.05154 0.00083 -16.32808 -17.05527 0.00084 -16.32973 -17.05757 0.00085 -16.33071 -17.05955 0.00086 -16.33161 -17.06141 0.00088 -16.33236 
7777.937017 1.6221 -8.028 -0.486 0.035 18.55 -11.068 MSCL0_1701240088 -17.05652 0.00083 -16.33253 -17.06057 0.00084 -16.33364 -17.06311 0.00085 -16.33465 -17.06509 0.00086 -16.33588 -17.06688 0.00087 -16.33661 
7777.937769 1.6141 -8.033 -0.601 0.594 20.77 -10.837 MSCL0_1701240089 -17.05130 0.00082 -16.33077 -17.05576 0.00083 -16.33272 -17.05843 0.00084 -16.33446 -17.06050 0.00086 -16.33539 -17.06255 0.00087 -16.33662 
7777.938510 1.6064 -8.027 -1.057 -0.928 20.82 -10.843 MSCL0_1701240090 -17.05065 0.00082 -16.33133 -17.05523 0.00083 -16.33334 -17.05829 0.00084 -16.33517 -17.06041 0.00085 -16.33610 -17.06254 0.00087 -16.33676 
7777.939251 1.5987 -8.023 -0.994 0.624 19.31 -10.889 MSCL0_1701240091 -17.04895 0.00082 -16.32916 -17.05318 0.00083 -16.33056 -17.05596 0.00084 -16.33160 -17.05801 0.00085 -16.33260 -17.05992 0.00086 -16.33333 
7777.939991 1.5911 -8.004 -0.889 -0.731 19.56 -10.936 MSCL0_1701240092 -17.05402 0.00081 -16.33647 -17.05839 0.00082 -16.33838 -17.06108 0.00083 -16.33963 -17.06340 0.00084 -16.34039 -17.06544 0.00086 -16.34108 
7777.940732 1.5836 -7.995 -0.811 0.630 19.68 -10.843 MSCL0_1701240093 -17.05228 0.00081 -16.33451 -17.05723 0.00082 -16.33656 -17.06046 0.00083 -16.33827 -17.06277 0.00084 -16.33936 -17.06504 0.00085 -16.34060 
7777.941484 1.5761 -7.996 -1.119 0.160 20.03 -10.868 MSCL0_1701240094 -17.05222 0.00080 -16.33097 -17.05646 0.00081 -16.33233 -17.05920 0.00082 -16.33329 -17.06113 0.00084 -16.33456 -17.06313 0.00085 -16.33550 
7777.942225 1.5688 -7.989 -0.312 0.852 20.91 -10.765 MSCL0_1701240095 -17.04864 0.00080 -16.33128 -17.05378 0.00081 -16.33335 -17.05699 0.00082 -16.33481 -17.05953 0.00084 -16.33630 -17.06171 0.00085 -16.33736 
7777.942966 1.5616 -7.984 -0.883 0.151 19.08 -10.973 MSCL0_1701240096 -17.05147 0.00079 -16.33409 -17.05521 0.00081 -16.33575 -17.05777 0.00082 -16.33699 -17.05987 0.00083 -16.33806 -17.06185 0.00084 -16.33924 
7777.943718 1.5543 -7.977 -0.889 -0.162 19.89 -10.880 MSCL0_1701240097 -17.04987 0.00079 -16.33308 -17.05375 0.00080 -16.33473 -17.05595 0.00081 -16.33623 -17.05776 0.00083 -16.33707 -17.05951 0.00084 -16.33792 
7777.944471 1.5472 -7.971 -0.525 0.322 19.50 -10.930 MSCL0_1701240098 -17.04778 0.00079 -16.33060 -17.05188 0.00080 -16.33278 -17.05463 0.00081 -16.33429 -17.05679 0.00082 -16.33532 -17.05856 0.00084 -16.33605 
7777.945211 1.5402 -7.949 -1.111 0.526 19.51 -10.922 MSCL0_1701240099 -17.05146 0.00078 -16.33662 -17.05629 0.00079 -16.33831 -17.05963 0.00080 -16.33956 -17.06209 0.00081 -16.34050 -17.06430 0.00083 -16.34155 
7777.945940 1.5334 -7.927 -0.162 -0.340 19.93 -10.912 MSCL0_1701240100 -17.05752 0.00078 -16.34557 -17.06149 0.00079 -16.34686 -17.06387 0.00080 -16.34814 -17.06563 0.00081 -16.34928 -17.06753 0.00082 -16.34990 
7777.946681 1.5266 -7.912 -0.428 0.780 20.34 -10.936 MSCL0_1701240101 -17.06087 0.00077 -16.34992 -17.06517 0.00078 -16.35160 -17.06773 0.00079 -16.35294 -17.06967 0.00080 -16.35417 -17.07168 0.00082 -16.35454 
7777.947422 1.5199 -7.907 -1.009 -0.255 19.95 -10.965 MSCL0_1701240102 -17.05793 0.00077 -16.34868 -17.06192 0.00078 -16.34991 -17.06427 0.00079 -16.35123 -17.06595 0.00081 -16.35265 -17.06770 0.00082 -16.35355 
7777.948174 1.5132 -7.899 -0.288 0.064 19.25 -11.103 MSCL0_1701240103 -17.05781 0.00077 -16.34733 -17.06124 0.00078 -16.34850 -17.06322 0.00079 -16.34938 -17.06471 0.00080 -16.35010 -17.06643 0.00081 -16.35067 
7777.948915 1.5066 -7.886 -1.721 0.375 19.09 -11.037 MSCL0_1701240104 -17.05732 0.00076 -16.34834 -17.06071 0.00077 -16.34977 -17.06297 0.00078 -16.35095 -17.06479 0.00080 -16.35163 -17.06695 0.00081 -16.35187 
7777.949656 1.5002 -7.881 -0.413 -0.339 18.18 -11.075 MSCL0_1701240105 -17.05409 0.00076 -16.34588 -17.05768 0.00077 -16.34726 -17.05986 0.00078 -16.34841 -17.06155 0.00080 -16.34939 -17.06350 0.00081 -16.35011 
7777.950385 1.4939 -7.863 -0.503 0.591 18.49 -11.127 MSCL0_1701240106 -17.05928 0.00075 -16.35020 -17.06200 0.00076 -16.35138 -17.06366 0.00078 -16.35236 -17.06534 0.00079 -16.35300 -17.06686 0.00080 -16.35364 
7777.951137 1.4874 -7.853 -0.452 -0.285 18.54 -11.090 MSCL0_1701240107 -17.05785 0.00075 -16.35251 -17.06117 0.00076 -16.35356 -17.06331 0.00077 -16.35417 -17.06493 0.00078 -16.35499 -17.06636 0.00080 -16.35570 
7777.951878 1.4812 -7.943 -0.840 0.527 18.86 -11.021 MSCL0_1701240108 -16.92730 0.00079 -16.22019 -16.93019 0.00080 -16.22162 -16.93194 0.00082 -16.22291 -16.93337 0.00083 -16.22350 -16.93464 0.00085 -16.22419 
7777.952607 1.4751 -8.285 -0.577 0.493 19.07 -10.552 MSCL0_1701240109 -16.42683 0.00103 -15.72837 -16.43002 0.00107 -15.72935 -16.43169 0.00110 -15.72960 -16.43287 0.00113 -15.72984 -16.43483 0.00117 -15.72996 
7777.953358 1.4689 -8.173 0.034 0.943 18.67 -10.753 MSCL0_1701240110 -16.62614 0.00092 -15.91009 -16.62938 0.00094 -15.91132 -16.63143 0.00097 -15.91223 -16.63250 0.00099 -15.91295 -16.63419 0.00102 -15.91380 
7777.954088 1.4630 -8.007 -0.836 0.350 18.57 -10.980 MSCL0_1701240111 -16.82901 0.00082 -16.13114 -16.83172 0.00084 -16.13195 -16.83315 0.00085 -16.13248 -16.83428 0.00087 -16.13322 -16.83568 0.00089 -16.13385 
7777.954828 1.4570 -8.522 -0.147 0.865 19.64 -10.045 MSCL0_1701240112 -15.78260 0.00165 -15.08404 -15.78468 0.00173 -15.08416 -15.78584 0.00181 -15.08395 -15.78745 0.00189 -15.08476 -15.78864 0.00198 -15.08644 
7777.955569 1.4511 -8.224 -0.569 0.156 19.13 -10.592 MSCL0_1701240113 -16.41588 0.00103 -15.72449 -16.41898 0.00106 -15.72565 -16.42042 0.00109 -15.72653 -16.42165 0.00113 -15.72740 -16.42338 0.00116 -15.72732 
7777.956321 1.4452 -8.268 -0.540 -0.019 18.23 -10.394 MSCL0_1701240114 -16.18504 0.00118 -15.48186 -16.18777 0.00122 -15.48289 -16.18948 0.00127 -15.48347 -16.19043 0.00132 -15.48397 -16.19177 0.00137 -15.48424 
7777.957074 1.4394 -7.818 -0.871 0.189 18.11 -11.138 MSCL0_1701240115 -17.02054 0.00074 -16.31508 -17.02336 0.00075 -16.31641 -17.02489 0.00076 -16.31722 -17.02621 0.00077 -16.31790 -17.02781 0.00079 -16.31833 
7777.957814 1.4337 -7.767 -0.593 0.414 19.07 -11.081 MSCL0_1701240116 -17.07254 0.00072 -16.36826 -17.07560 0.00073 -16.36972 -17.07745 0.00074 -16.37074 -17.07880 0.00075 -16.37165 -17.08054 0.00077 -16.37210 
7777.958567 1.4280 -7.815 -0.461 -0.534 18.71 -10.999 MSCL0_1701240117 -16.99796 0.00074 -16.29439 -17.00118 0.00075 -16.29603 -17.00327 0.00076 -16.29677 -17.00520 0.00078 -16.29755 -17.00682 0.00079 -16.29837 
7777.959307 1.4224 -7.829 -0.434 0.900 19.59 -11.023 MSCL0_1701240118 -16.98166 0.00075 -16.28204 -16.98457 0.00076 -16.28372 -16.98623 0.00077 -16.28454 -16.98777 0.00078 -16.28515 -16.98939 0.00080 -16.28642 
7777.960048 1.4169 -7.763 -0.214 -0.118 18.89 -11.127 MSCL0_1701240119 -17.06767 0.00071 -16.36659 -17.07076 0.00072 -16.36761 -17.07249 0.00073 -16.36856 -17.07378 0.00075 -16.36903 -17.07560 0.00076 -16.36977 
7777.960789 1.4115 -7.789 -0.877 0.344 19.05 -10.986 MSCL0_1701240120 -17.03834 0.00072 -16.33665 -17.04183 0.00073 -16.33796 -17.04408 0.00074 -16.33869 -17.04590 0.00076 -16.33957 -17.04757 0.00077 -16.34002 
7777.961530 1.4061 -7.764 0.456 -0.361 19.31 -11.060 MSCL0_1701240121 -17.06674 0.00071 -16.36567 -17.06992 0.00072 -16.36691 -17.07183 0.00073 -16.36784 -17.07324 0.00074 -16.36852 -17.07464 0.00076 -16.36905 
7777.962270 1.4008 -7.748 -0.804 0.534 18.89 -11.149 MSCL0_1701240122 -17.07649 0.00071 -16.37592 -17.07913 0.00072 -16.37655 -17.08047 0.00073 -16.37736 -17.08158 0.00074 -16.37764 -17.08302 0.00075 -16.37853 
7777.963011 1.3955 -7.747 -0.424 0.411 17.86 -11.335 MSCL0_1701240123 -17.07390 0.00070 -16.37277 -17.07587 0.00071 -16.37328 -17.07717 0.00072 -16.37367 -17.07817 0.00073 -16.37430 -17.07937 0.00075 -16.37481 
7777.963763 1.3903 -7.739 -0.171 -0.671 18.44 -11.135 MSCL0_1701240124 -17.07262 0.00070 -16.37222 -17.07570 0.00071 -16.37348 -17.07765 0.00072 -16.37411 -17.07903 0.00073 -16.37481 -17.08079 0.00074 -16.37574 
7777.964504 1.3851 -7.719 -0.667 1.451 18.37 -11.211 MSCL0_1701240125 -17.07561 0.00070 -16.37535 -17.07804 0.00071 -16.37598 -17.07943 0.00072 -16.37709 -17.08066 0.00073 -16.37777 -17.08207 0.00074 -16.37842 
7777.965257 1.3800 -7.705 -0.196 -0.689 19.04 -11.123 MSCL0_1701240126 -17.06885 0.00070 -16.37033 -17.07180 0.00071 -16.37191 -17.07373 0.00072 -16.37255 -17.07522 0.00073 -16.37342 -17.07665 0.00074 -16.37382 
7777.965997 1.3750 -7.702 0.014 0.757 18.77 -11.021 MSCL0_1701240127 -17.05826 0.00070 -16.36015 -17.06184 0.00071 -16.36182 -17.06420 0.00072 -16.36295 -17.06621 0.00073 -16.36384 -17.06800 0.00074 -16.36393 
7777.966738 1.3700 -7.680 -0.535 -0.159 18.77 -11.032 MSCL0_1701240128 -17.05749 0.00069 -16.35628 -17.06110 0.00070 -16.35746 -17.06351 0.00072 -16.35865 -17.06521 0.00073 -16.35930 -17.06705 0.00074 -16.36022 
7777.967479 1.3651 -7.700 -0.360 0.473 18.20 -11.134 MSCL0_1701240129 -17.00145 0.00071 -16.30163 -17.00399 0.00072 -16.30253 -17.00556 0.00073 -16.30333 -17.00694 0.00074 -16.30337 -17.00852 0.00076 -16.30403 
7777.968231 1.3602 -7.633 -0.662 0.081 18.39 -11.203 MSCL0_1701240130 -17.06743 0.00069 -16.36747 -17.06976 0.00070 -16.36852 -17.07115 0.00071 -16.36915 -17.07237 0.00072 -16.36971 -17.07368 0.00073 -16.37030 
7777.968972 1.3554 -7.614 -0.493 -0.039 18.20 -11.183 MSCL0_1701240131 -17.06912 0.00068 -16.36814 -17.07165 0.00069 -16.36930 -17.07324 0.00070 -16.37008 -17.07458 0.00071 -16.37090 -17.07612 0.00072 -16.37147 
7777.969713 1.3507 -7.618 0.124 -0.087 18.45 -11.244 MSCL0_1701240132 -17.05470 0.00069 -16.35622 -17.05719 0.00069 -16.35662 -17.05858 0.00071 -16.35766 -17.05967 0.00072 -16.35784 -17.06101 0.00073 -16.35819 
7777.970465 1.3459 -7.586 -0.438 0.382 18.22 -11.281 MSCL0_1701240133 -17.07366 0.00068 -16.37362 -17.07599 0.00068 -16.37460 -17.07756 0.00069 -16.37548 -17.07857 0.00071 -16.37630 -17.07995 0.00072 -16.37660 
7777.971206 1.3413 -7.574 -0.195 0.103 18.03 -11.165 MSCL0_1701240134 -17.07142 0.00068 -16.37232 -17.07431 0.00069 -16.37330 -17.07597 0.00070 -16.37428 -17.07739 0.00071 -16.37491 -17.07893 0.00072 -16.37539 
7777.971958 1.3366 -7.580 -0.281 0.396 17.68 -11.199 MSCL0_1701240135 -17.05817 0.00068 -16.36042 -17.06090 0.00069 -16.36164 -17.06232 0.00070 -16.36267 -17.06366 0.00071 -16.36358 -17.06530 0.00072 -16.36450 
7777.972699 1.3321 -7.628 -0.142 -0.332 18.42 -11.061 MSCL0_1701240136 -16.98215 0.00070 -16.28606 -16.98539 0.00071 -16.28735 -16.98719 0.00072 -16.28880 -16.98858 0.00073 -16.28975 -16.98989 0.00074 -16.29069 
7777.973439 1.3276 -7.630 -0.733 0.245 18.73 -10.962 MSCL0_1701240137 -16.95434 0.00070 -16.25773 -16.95755 0.00071 -16.25894 -16.95974 0.00072 -16.25998 -16.96120 0.00074 -16.26055 -16.96284 0.00075 -16.26090 
7777.974192 1.3231 -7.545 0.080 -0.149 19.05 -10.907 MSCL0_1701240138 -17.05271 0.00067 -16.35918 -17.05725 0.00068 -16.36093 -17.06015 0.00069 -16.36189 -17.06221 0.00070 -16.36326 -17.06422 0.00071 -16.36385 
7777.974932 1.3187 -7.606 -0.772 0.298 18.51 -10.932 MSCL0_1701240139 -16.95894 0.00070 -16.26599 -16.96251 0.00071 -16.26782 -16.96472 0.00072 -16.26902 -16.96651 0.00074 -16.27010 -16.96832 0.00075 -16.27063 
7777.975685 1.3143 -7.701 0.062 0.070 18.40 -10.979 MSCL0_1701240140 -16.88424 0.00072 -16.18033 -16.88734 0.00074 -16.18163 -16.88937 0.00075 -16.18262 -16.89088 0.00076 -16.18328 -16.89233 0.00078 -16.18377 
7777.976437 1.3100 -8.380 0.584 1.208 19.73 -9.720 MSCL0_1701240141 -15.43650 0.00205 -14.75277 -15.44019 0.00216 -14.75338 -15.44274 0.00227 -14.75353 -15.44441 0.00238 -14.75255 -15.44613 0.00249 -14.75325 
7777.977178 1.3058 -8.528 77.631 -53.593 19.05 -8.941 MSCL0_1701240142 -13.35247 0.01313 -13.59301 -13.36072 0.01393 -13.59981 -13.36965 0.01471 -13.60397 -13.37472 0.01554 -13.60517 -13.37831 0.01638 -13.60524 
7777.977919 1.3016 -8.342 -2.464 -0.972 19.35 -9.175 MSCL0_1701240143 -14.52739 0.00425 -13.82401 -14.53004 0.00451 -13.82386 -14.53208 0.00478 -13.81956 -14.53154 0.00505 -13.81895 -14.53088 0.00533 -13.81775 
7777.978659 1.2974 -8.024 -3.881 -0.876 19.11 -10.071 MSCL0_1701240144 -15.91830 0.00130 -15.20930 -15.92108 0.00135 -15.21080 -15.92307 0.00141 -15.21264 -15.92409 0.00146 -15.21250 -15.92546 0.00152 -15.21331 
7777.979388 1.2934 -7.494 -1.823 -0.343 20.51 -10.979 MSCL0_1701240145 -17.05967 0.00066 -16.36184 -17.06319 0.00067 -16.36334 -17.06544 0.00068 -16.36459 -17.06732 0.00069 -16.36560 -17.06903 0.00070 -16.36619 
7777.980141 1.2893 -7.462 0.162 0.278 18.58 -11.292 MSCL0_1701240146 -17.08728 0.00065 -16.39098 -17.08957 0.00066 -16.39164 -17.09086 0.00066 -16.39243 -17.09208 0.00067 -16.39305 -17.09338 0.00068 -16.39379 
7777.980882 1.2853 -7.459 -0.020 -0.527 18.12 -11.229 MSCL0_1701240147 -17.08742 0.00065 -16.39213 -17.08994 0.00065 -16.39342 -17.09137 0.00066 -16.39412 -17.09256 0.00067 -16.39500 -17.09387 0.00068 -16.39524 
7777.981634 1.2813 -7.455 -0.626 0.460 17.80 -11.287 MSCL0_1701240148 -17.09119 0.00064 -16.39220 -17.09349 0.00065 -16.39318 -17.09477 0.00066 -16.39398 -17.09623 0.00067 -16.39437 -17.09768 0.00068 -16.39497 
7777.982386 1.2773 -7.460 0.256 -0.299 18.16 -11.290 MSCL0_1701240149 -17.08748 0.00064 -16.38800 -17.08987 0.00065 -16.38911 -17.09105 0.00066 -16.38996 -17.09212 0.00067 -16.39060 -17.09349 0.00068 -16.39117 
7777.983127 1.2734 -7.457 0.190 0.449 17.81 -11.375 MSCL0_1701240150 -17.08945 0.00064 -16.38992 -17.09145 0.00065 -16.39058 -17.09268 0.00066 -16.39152 -17.09375 0.00067 -16.39231 -17.09498 0.00068 -16.39304 
7777.983879 1.2695 -7.451 -0.873 -0.309 17.35 -11.440 MSCL0_1701240151 -17.08923 0.00064 -16.39171 -17.09105 0.00065 -16.39277 -17.09237 0.00066 -16.39323 -17.09340 0.00067 -16.39391 -17.09452 0.00068 -16.39452 
7777.984620 1.2657 -7.444 0.440 0.456 18.08 -11.315 MSCL0_1701240152 -17.08598 0.00064 -16.38670 -17.08814 0.00065 -16.38753 -17.08940 0.00066 -16.38815 -17.09056 0.00067 -16.38852 -17.09184 0.00068 -16.38903 
7777.985372 1.2619 -7.436 0.188 -0.667 17.23 -11.490 MSCL0_1701240153 -17.08633 0.00064 -16.38671 -17.08809 0.00065 -16.38742 -17.08907 0.00065 -16.38768 -17.09001 0.00066 -16.38814 -17.09131 0.00067 -16.38874 
