id,name,RA,Decl,V_mag,R_star,M_star,Priority,SpcType,comments,period,period_error,t0,t0_error,depth,duration,Rs_a,Mp,Rp,filler,public,tess,required_observations,done,observations,stellar_density
350;"3UC170-025293";89.129958333333;-5.0119444444444;12.2;;;2;;"3UC170-025293 (TIC 39414571) Enric. This is a planet candidate detected in QES data, also observed by TESS. Although it is not a TOI, as it comes from full frames.";4.018375;0;2458471.334377;0;;0.1146;;;;0;;1;1;"No";0;
226;"WASP-49";91.089466666667;-16.965308333333;11.47;1.038;;3;;"Guo. Puffy planet to search for slope of haze or hints of Na/K/TiO/VO";2.7817362;1.4E-6;2456267.68389;0.00013;0.0142;0.0892;0.1198;0.396;1.198;0;;;1;"Yes";2;
137;"XO-008.0242";96.674216666667;64.090883055556;9.41;;;5;"G5D";"Nicolas Crouzet. XO transit candidate. There is definitely something here. Spectral type G5 D: if it is really a dwarf, it might be a small planet (?). A few RV points show only a hint of variation, upper limit m2<0.2 M_Jup. So not sure what it is (it could be a background object). Worth checking I think.";0.719642;0;2456780.67969;0.042;0.008;0.0356;;;;0;;;1;"Yes";2;
78;"CoRoT-19b";97.033579166667;-0.17069444444444;14;;;5;"F9V";"Peter. Improve ephemerids. CoRoT-Legacy project, would be nice to observe it before January (not to use the 180 nights/year)";3.897248;2.0E-6;2455257.44102;0.0006;;0.1929;;;;0;;;1;"No";0;
5;"WASP-12 b";97.636641666667;29.672277777778;11.7;1.63;1.28;4;;"Narita. Famous planet. Long-term monitoring for testing orbital decay/precession hypothesis. 5 hours per transit. ideally 3 times per year until 2021";1.09142245;3.0E-7;2454508.97682;0.0002;0.0138;0.122;2.98;1.361;1.79;0;;;1;"Yes";4;0.29556101984254
329;"WASP-12B_SE";97.636641666667;29.672277777778;11.7;;;2;;"Enric: To check proposed variability in secondary eclipse depths.";1.09142245;0;2454509.5225312;0;;0.122;;;;0;;;1;"No";0;
116;"GJ3396";97.96125;41.495972222222;14.8;;;3;"M5";"V. Bejar: GJ3396 Monitor for # hours equivalent to 7-10 days 0.3 58.4 90+/-40 0.13";;0;;0;;;;;;2;;;1;"Yes";17;
79;"CoRoT-21b";101.05265;-0.2991833;15.84;;;5;"G8V";"Peter. Improve ephemerids. CoRoT-Legacy project, would be nice to observe it before January (not to use the 180 nights/year)";2.72474;0.0001;2454399.0282;0.0009;;0.198;;;;0;;;1;"Yes";1;
186;"KELT-19Ab";111.5095375;7.6157872222222;9.89;1.83;1.62;3;"Am kA5 hA7 mF2 V";;4.6117093;8.9E-6;2457281.249537;2457280;1.147;0.183;7.5;;1.9;0;;;1;"Yes";1;0.2643393059331
325;"TOI00516.01";112.38154166667;2.8479583333333;17.2;;;3;"M";"Norio: TESS targets from sector 7, check the special calendar";1.04855;0;2458492.649974;0;;0.04428;;;;0;;1;1;"No";0;
