TIC ID,TOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Planet Num,Source,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Sectors,Date TOI Created (UTC),Date TOI Modified (UTC),Comments
31374837,431.01,1,4,1,4,4,2,4,PC,,8.1134005,0.019,,1,qlp,05:33:04.62,-26:43:26.01,16.929,0.065,150.792,0.088,2458440.63138,.00096,12.45941,0.0008,3.353,0.465,2.227239,0.001208,2049.26,2049.26,3.86782,.192989,50.1873,741,58,,,4891,113,4.4099998,.22,.80249298,.090300903,"5,6",2019-01-31 16:53:30,2019-04-25 10:00:04,
38686737,432.01,5,5,5,5,5,5,5,PC,FP,12.536,0.019,,1,qlp,03:51:27.76,-10:36:50.68,-6.189,2.3,-5.142,2.3,2458439.97961,.00087,2.24704,0.00014,2.713,0.065,20.706187,0.003998,18890.4,18890.4,18.1799,.656011,1793.26,1812,67,777.70801,,6465,195,4.22822,,1.46066,1.46066,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,
188989177,433.01,3,4,3,4,4,4,4,PC,,9.0979996,0.017,,1,qlp,05:15:06.82,-15:06:01.67,-1.824,0.616,-1.863,0.547,2458438.29916,.00045,1.17409,0.00004,1.701,0.047,16.587675,0.765285,15161.7,15161.7,50.4456,11.0935,27221.5,3578,101,498.36316,,8543,227,3.73791,.56861198,3.2681601,.87674499,"5",2019-01-31 16:53:31,2019-04-25 10:00:04,"secondary eclipse; two stars in the same pixel; depth is 3.6 ppt"
44647437,435.01,1,4,1,1,4,4,4,PC,,12.829,0.019,,1,qlp,03:57:38.54,-25:11:23.78,15.006,2.191,7.613,2.191,2458411.84583,.00602,3.35319,0.00062,1.959,0.296,3.17245,0.008569,2917.67,2917.67,3.53005,.2633,71.6886,810,13,,,3978,165,,,,,"4,5",2019-01-31 16:53:30,2019-04-25 10:00:04,
44745077,436.01,5,5,5,5,5,5,5,PC,FP,13.041,0.04,,1,qlp,04:06:33.49,-25:05:38.78,-90.75,2,-86.08,2,2458411.70271,.00319,1.8756,0.00017,0.989,0.279,6.169603,0.04227,5666.3,5666.3,,,41.5533,707,16,136.66315,,3487,83,4.8709698,.41156101,.38100001,.067000002,"4,5",2019-01-31 16:53:30,2019-04-25 10:00:04,"v-shaped due to short transit duration"
468880077,438.01,1,4,1,5,4,2,4,PC,,9.401,0.017,,1,qlp,03:46:01.12,09:59:25.09,101.097,0.974,-17.908,0.571,2458441.05616,.00628,5.8076,0.00281,1.802,0.405,0.974681,0.003101,897.312,897.312,2.67609,.178971,65.3399,792,10,72.61879,2.2439699,5234,6,,,1.04336,.094548598,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"need SG1 to check star 468880075"
13021029,439.01,5,5,5,5,5,5,5,PC,CP,11.668,0.019,,1,qlp,05:01:11.92,-26:03:14.92,-0.071,0.481,3.623,0.694,2458439.12362,.00094,3.85605,0.00024,3.918,0.176,9.042834,0.001427,8294.17,8294.17,13.2686,.467783,1114.64,1609,85,520.703,70.298798,6239,41,4.0700002,.17,1.4461499,.39385301,"5",2019-01-31 16:53:31,2019-04-25 10:00:04,"WASP-61b"
143350972,440.01,1,5,5,1,4,4,4,PC,FP,7.652,0.018,,1,qlp,05:28:59.04,-17:25:46.39,-84.417,0.038,-75.21,0.048,2458439.13519,.00219,1.0817,0.00014,1.588,0.222,0.370878,0.000538,341.533,341.533,2.07554,.083749,1941.24,1849,26,48.505779,1.18899,5771.46,4.7852898,4.4479499,.0128744,1.10834,.102111,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"two stars in the same pixel;"
316916655,441.01,5,5,5,5,5,5,5,PC,FP,9.1960001,0.018,,1,qlp,04:57:53.47,-13:42:13.35,-10.571,0.773,-2.287,0.751,2458440.19448,.00099,2.87436,0.00021,1.901,0.412,2.707301,0.006914,2490.41,2490.41,7.91346,.685174,2011.82,1865,65,180.84332,12.2729,6779,202,4.2610698,.34066901,1.4790601,.184129,"5",2019-01-31 16:53:31,2019-04-25 10:00:04,"SG1 check if the target is 316916663; possible odd-even"
70899085,442.01,1,4,1,5,4,1,4,PC,,10.662,0.04,,1,qlp,04:16:45.65,-12:05:05.41,42.51,2,-190.64,2,2458438.38552,.00064,4.05203,0.00016,1.299,0.053,5.266707,0.002672,4839.07,4839.07,3.8945,.164832,18.5809,578,55,65.737099,,3864,67,4.7168498,.33522099,.57099998,.082000002,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,
117979897,443.01,5,5,5,5,5,5,5,PC,CP,12.02,0.019,,1,qlp,04:47:17.86,-17:06:54.62,8.107,1.035,-0.662,1.035,2458439.87246,.00106,3.3106,0.00025,3.589,0.135,8.550235,0.002276,7844.13,7844.13,13.2692,.548937,905.473,1528,71,472.46399,,6025,190,4.3001399,,1.2388099,1.2388099,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"WASP-141b"
1449640,446.01,5,5,5,5,5,5,5,PC,FP,11.883,0.018,,1,qlp,05:00:41.18,-35:12:09.62,-6.639,0.805,-14.949,0.85,2458440.4336,.00115,3.50175,0.0003,3.804,0.1,15.443493,0.002658,14123.3,14123.3,22.1692,.476849,1131.39,1615,71,568.23798,94.833504,6226.5,95,4.0300002,.18000001,1.7978801,.54123098,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"likely EB; hint of secondary."
14091633,447.01,5,5,5,5,5,5,5,PC,FP,8.8800001,0.018,,1,qlp,05:09:02.44,-36:27:52.13,-7.691,0.632,19.318,0.645,2458440.93567,.00029,5.52889,0.00015,2.351,0.061,22.678241,0.015918,20670.8,20670.8,20.4045,.815507,376.981,1227,176,125.0303,,6405,197,4.3351302,.29607499,1.27738,.146047,"5",2019-01-31 16:53:31,2019-04-25 10:00:04,"big;"
1528696,448.01,3,5,5,3,4,4,4,PC,,13.073,0.02,,1,qlp,05:03:10.89,-30:23:58.05,-16.519,2.269,-14.481,2.237,2458438.40559,.00109,0.88202,0.00007,0.58,0.093,42.184783,2.549966,38108.5,38108.5,14.0903,3.54534,421.196,1262,33,311.26999,,4607,176,4.54246,.26170301,.75766402,.0882212,"5",2019-01-31 16:53:31,2019-04-25 10:00:04,"depth is 8 ppt"
139528693,449.01,5,5,5,5,5,5,5,PC,CP,11.765,0.019,,1,qlp,04:15:01.5,-22:06:59.01,-0.426,1.044,6.786,0.824,2458440.37673,.00075,2.17542,0.00014,4.64,0.066,7.477368,0.000723,6863.25,6863.25,18.3116,.451173,4446.86,2275,93,487.26801,162.82201,6291,71,4.1900001,.079999998,1.48595,.166693,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"WASP-78b"
257605131,451.01,1,4,1,1,4,4,4,PC,,10.236,0.018,,1,qlp,04:11:51.93,-37:56:23.03,-11.437,0.544,12.152,0.789,2458416.62451,.00447,8.18554,0.00177,4.436,1.068,2.014192,0.008662,1853.42,1853.42,3.95155,.689999,337.2,1193,15,122.4299,5.5826001,5467,186,4.5344901,.27735299,.87538701,.107722,"4,5",2019-01-31 16:53:30,2019-04-25 10:00:04,"may also be 2x period"
139733308,452.01,5,5,5,5,5,5,5,PC,CP,11.852,0.018,,1,qlp,04:28:53.48,-21:28:55.39,-0.659,1.035,-23.037,1.035,2458441.13252,.00141,4.76407,0.00049,3.079,0.282,12.488023,0.007013,11436,11436,10.359,.569981,227.701,1082,70,256.233,,5247,183,4.4510899,2.0037799,.93325901,.93325901,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"HATS-5b"
452808876,453.01,5,5,5,5,5,5,5,PC,CP,9.5139999,0.018,,1,qlp,04:50:38.54,01:53:37.82,-17.47,0.82,-17.782,0.678,2458438.96587,.0004,2.70582,0.00008,4.968,0.031,6.97136,0.000117,6400.29,6400.29,19.7436,1.02609,2836.68,2033,205,277.71631,30.4119,6363,6,4.0100002,.0099999998,2.2555399,.33870101,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"WASP-82b"
117979850,428.01,4,5,5,4,4,4,4,PC,,7.7880001,0.018,,1,qlp,04:47:14.39,-17:14:54.97,-82.733,0.531,-67.265,0.437,2458438.29579,.00192,0.63324,0.00009,0.462,0.106,0.496375,0.003552,457.074,457.074,5.65052,.498335,475.656,1301,12,118.4016,5.4288101,5750,189,3.6679101,.26872,2.46208,.295863,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"the signal also is seen on 17979455; need to check which star has the target."
70914192,427.01,5,5,5,5,5,5,5,PC,FP,10.328,0.019,,1,qlp,04:18:37.7,-17:25:11.42,5.967,0.617,4.168,0.544,2458438.32766,.0003,0.60952,0.00001,1.023,0.023,30.04858,1.374217,27296.3,27296.3,19.7424,4.26192,6081.3,2460,150,,,5409,185,4.3355999,.355551,1.0917799,.181228,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"V-shaped; depth is actually 5ppt; there is a dmag 4 neighbor at 2.5"
189013224,426.01,1,4,1,4,4,3,4,PC,,9.5670004,0.019,,1,qlp,05:16:24.53,-15:30:36.86,5.754,0.683,-25.654,0.65,2458438.52905,.0063,1.3208,0.00061,1.598,0.312,0.449965,0.001844,414.347,414.347,2.24524,.166471,1237.31,1652,12,110.393,4.5866098,6028,192,4.4889302,.26353601,.99732399,.114376,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,"two stars in the same pixel; target could also be 189013222; need SG1"
169532369,425.01,5,5,5,5,5,5,5,PC,FP,11.523,0.018,,1,qlp,05:12:23.73,-13:36:20.28,1.536,0.939,-4.525,0.939,2458440.31143,.00126,3.60364,0.00032,3.728,0.47,6.841366,0.003365,6281.32,6281.32,14.1007,.723462,2312.7,1931,68,628.86902,,6945,204,4.17347,1.77792,1.67186,1.4730099,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,
43647325,423.01,5,5,5,5,5,5,5,PC,CP,10.41,0.02,,1,qlp,05:04:19.65,-06:13:47.21,20.405,0.662,10.862,0.663,2458440.12315,.00023,3.16164,0.00006,3.067,0.042,18.017504,0.00063,16457.8,16457.8,15.9255,.843186,651.247,1407,329,194.26491,14.5317,6072,62,4.6900001,.13,1.0959899,.130187,"5",2019-01-31 16:53:31,2019-04-25 10:00:04,"WASP-35b"
117979694,424.01,1,4,1,4,4,4,4,PC,,10.453,0.018,,1,qlp,04:47:41.11,-17:44:42.03,-14.879,3.044,19.395,0.498,2458438.72101,.00317,0.99114,0.00024,1.623,0.244,0.717619,0.001623,660.733,660.733,2.06229,.11105,1514.77,1738,16,102.00935,5.75805,5130,182,4.6176901,.32200801,.75638998,.113032,"5",2019-01-31 16:53:30,2019-04-25 10:00:04,
209459275,559.01,2,4,2,3,4,4,4,PC,,10.535,0.018,,1,qlp,03:07:16.47,-31:09:46.75,-22.931,0.505,-69.705,0.699,2458411.92481,.00083,6.98407,0.00042,5.232,0.242,9.054297,0.001367,8304.64,8304.64,12.5914,.699064,474.61,1300,105,225.19547,19.944401,5864,190,4.2660899,.31854999,1.25579,.185535,"4",2019-01-18 16:50:41,2019-04-25 10:00:04,"possible tropical Jupiter; third of four transits visible in raw data"
207110080,558.01,1,4,1,3,4,4,4,PC,,10.988,0.019,,1,qlp,02:49:09.96,-58:01:28.86,5.2,3,6.8,2.7,2458361.00583,,14.54868,,3.233,0.323,4.438865,,4080,4080,9.59562,1.21604,62.8026,784,31,349.97101,,6025.7998,116,3.8299999,.2,2.25089,.66381502,"2,3",2019-04-04 21:06:23,2019-04-25 10:00:04,"v-shaped"
117979455,422.01,3,5,5,3,4,4,4,PC,,8.9239998,0.018,,1,qlp,04:47:12.67,-17:15:12.09,-79.3,2,-65.68,2,2458438.29783,.00192,0.63322,0.00007,0.576,0.151,1.231619,0.017646,1133.72,1133.72,5.30602,.732131,782.879,1473,11,98.088501,,5823,190,4.3369398,2.00353,1.15079,1.15079,"5",2019-01-31 16:53:31,2019-04-25 10:00:04,"needs SG1 to check if target is this star or 117979850"
408159788,420.01,5,5,5,5,5,5,5,PC,FP,10.569,0.018,,1,qlp,05:13:47.45,07:03:21.06,44.255,2.38,-51.721,1.916,2458439.81321,.00964,2.30067,0.00139,2.579,0.481,0.622482,0.002491,573.163,573.163,2.02174,.377894,1122.29,1612,11,143.34129,9.8221703,5710,189,4.5749602,.31460899,.86211002,.125076,"5",2019-01-31 16:53:31,2019-04-25 10:00:04,"SG1 check if it is on target."
78154865,638.01,5,5,5,5,5,5,5,PC,FP,8.9090004,0.019,,1,spoc,09:51:28.17,-04:07:23.97,-3.651,1.191,13.647,0.778,2458517.42793,.001407,0.493826,0.000055,1.162615,0.459021,0.33725,0.048427,310.570859,310.570859,1.940277,4.062545,8648.339203,2459.534554,8.201568,96.423645,4.3028798,6030,192,4.4158502,.27580199,1.08524,.13198499,"8",2019-04-11 19:30:23,2019-04-24 19:00:10,"PC; TIC 78154863 in same pixel"
286132427,635.01,5,5,5,5,5,5,5,PC,FP,8.0699997,0.018,,1,spoc,09:46:53.89,-04:17:53.64,-45.233,0.104,-40.402,0.064,2458517.43594,.001801,0.493379,0.000077,1.5,0.283602,0.211024,0.024663,194.341058,194.341058,1.503946,.944963,7066.343282,2338.398008,8.047397,58.084362,1.291,5914,191,4.4648499,.25477499,1.00635,.112958,"8",2019-04-11 19:30:37,2019-04-24 18:59:52,"could be on TIC 286132422"
344926234,634.01,5,5,5,5,5,5,5,PC,FP,9.1020002,0.019,,1,spoc,10:06:13.81,03:56:47.39,20.863,1.426,-18.129,1.713,2458517.428167,.001804,0.49359,0.000072,1.545897,0.336383,0.267886,0.029709,246.702105,246.702105,1.733849,1.121573,7238.719107,2352.530056,7.43477,95.537941,5.9393501,5872,191,4.43995,.31399399,1.02918,.149487,"8",2019-04-11 19:30:40,2019-04-24 18:59:38,"Diff Image Quality flagged as unreliable"
377064495,561.02,4,5,5,4,4,4,4,PC,,9.4949999,0.017,,3,spoc,09:52:44.44,06:12:58,-107.69,1.417,-61.719,0.822,2458517.49812,.001694,0.446547,0.000064,1.366769,0.29138,0.314908,0.03174,289.999091,289.999091,1.55421,1.522861,4628.630447,2103.695493,9.071973,83.825386,3.54108,5391,185,4.52526,.28867999,.875368,.11347,"8",2019-04-05 20:18:18,2019-04-24 11:52:06,"USP"
172193428,502.01,3,4,3,4,5,3,4,PC,,10.328,0.018,,1,spoc,06:34:07.67,-28:24:15.01,-10.941,0.539,14.48,0.701,2458493.776367,.001612,2.941821,0.000381,1.543592,0.093928,2.397794,0.3042,2206.013235,2206.013235,7.997172,1.521215,1048.164264,1451.199389,18.126085,211.59601,,5642,188,4.1673498,.32571301,1.36666,.206991,"7",2019-03-08 14:44:08,2019-04-24 11:52:06,"Check multi sector analysis"
237751146,538.01,1,4,1,3,4,4,4,PC,,14.146,0.059,,1,spoc,06:57:19.67,04:01:43.34,53.54,2,-60.53,2,2458469.915423,.003011,1.669965,0.000425,2.731172,0.211828,28.708179,1.903346,26094.702288,26094.702288,5.984065,1.270098,37.793008,632.371973,13.053421,193.32906,,3411,102,4.9094801,.48068401,.34099999,.07,"6",2019-02-26 17:36:54,2019-04-24 11:52:06,
365781372,627.01,5,5,5,5,5,5,5,PC,FP,9.9449997,0.018,,1,qlp,05:27:41.66,07:55:06.69,0.812,1.289,-10.272,1.197,2458469.22408,.00062,1.13889,0.00006,2.154,0.248,5.844139,0.00098,5368.19,5368.19,22.4869,1.44558,16504.7,3157,87,511.328,,9126,236,4.0763602,1.28246,2.3056901,1.46394,"6",2019-03-21 15:42:32,2019-04-24 05:04:59,"check nearby bright stars; might be synchronized"
267527924,619.01,5,5,5,5,5,5,5,PC,FP,10.146,0.033,,1,qlp,07:36:12.17,-48:03:48.64,-1.2,2.1,5.2,2,2458492.8517,.00334,1.80819,0.00022,2.783,0.334,0.839875,0.001232,773.254,773.254,,,1507.84,1736,32,,,5096,173,,,,,"7,8",2019-04-01 16:52:01,2019-04-24 03:29:58,
133334108,637.01,1,4,1,1,4,4,4,PC,,8.8170004,0.018,,1,spoc,08:03:08.98,-38:44:31.18,10.93,1.064,-103.675,0.708,2458519.656609,.004028,2.854317,0.000995,6.011718,0.419426,0.382895,0.039928,352.596753,352.596753,1.751825,.557149,481.964838,1195.015638,7.699792,63.47123,1.54286,5637,188,4.5205302,.258867,.90949899,.103215,"8",2019-04-11 19:30:26,2019-04-23 10:00:02,"centroid is offset; v-shaped"
65412605,626.01,3,4,3,3,4,4,4,PC,,9.5139999,0.019,,1,qlp,07:12:29.55,-24:57:12.82,-2.606,0.58,0.645,0.547,2458493.31513,.00052,4.40107,0.00018,4.774,0.125,6.329199,0.000227,5812.45,5812.45,,,3374.93,2123,166,429.43451,,7995,219,3.9723101,.51819098,2.3748801,.56719702,"7",2019-03-26 13:55:20,2019-04-23 10:00:02,
399870368,624.01,3,4,3,3,4,4,4,PC,CP,9.2980003,0.018,,1,qlp,04:58:12.56,09:59:52.73,-5,1.8,-6.2,1.7,2458439.57482,.0005,2.74436,0.00011,3.442,0.062,9.206357,0.000773,8443.52,8443.52,,,4171.07,2238,142,348.85501,,8246,223,4.0925798,1.39415,2.1187999,1.46243,"5",2019-02-04 20:26:40,2019-04-25 11:27:58,"Rstar = 2.11 Rsun in TIC. Rp = 23 Re. Likely hot Jupiter."
97158538,631.01,3,4,3,3,4,4,4,PC,,8.7639999,0.017,,1,qlp,07:03:46.91,-30:43:34.9,-13.108,0.698,23.01,0.658,2458492.69815,.00155,2.59565,0.00039,0.549,0.208,1.049651,0.018777,966.297,966.297,7.724,1.05427,161.197,992,14,228.87367,20.485701,7880,218,4.03613,.351316,2.18009,.30941001,"7",2019-03-26 13:55:25,2019-04-23 10:00:02,"might be synchronized"
293853437,629.01,3,4,3,3,4,4,4,PC,,8.6730003,0.023,,1,qlp,06:23:18.7,00:53:00.05,5.911,0.548,-3.632,0.491,2458471.94189,.00127,8.71668,0.00105,6.215,0.093,2.255668,0.000312,2075.39,2075.39,,,2030.56,1870,76,344.15433,,,,,,,,"6",2019-03-21 15:42:32,2019-04-23 10:00:02,
281408474,628.01,3,4,3,3,4,4,4,PC,,9.6540003,0.023,,1,qlp,06:37:03.13,01:46:03.18,-2.237,2.195,-0.255,1.993,2458469.2352,.00043,3.4076,0.00014,3.69,0.056,6.919762,0.000265,6353.07,6353.07,12.6196,.556862,877.264,1516,170,187.48178,8.2559795,6036,193,4.1353302,.29592201,1.50051,.20062,"6",2019-03-21 15:42:32,2019-04-23 10:00:02,"hot Jupiter; may be on 281408443 (R=1.06 Rsun)"
77527511,613.01,3,4,3,4,4,4,4,PC,,9.8879995,0.018,,1,qlp,09:29:03.12,-05:22:32.39,13.736,2.011,-41.097,0.991,2458518.2712,.00082,0.77864,0.00008,0.986,0.15,1.431803,0.001623,1317.87,1317.87,8.2544,.354248,953.824,1548,32,176.16707,19.138599,4949.1699,37.695202,3.5884099,.075706102,1.81294,.342053,"8",2019-04-01 16:51:59,2019-04-22 18:55:06,
413248763,562.01,1,4,1,4,4,1,4,PC,,8.7349997,0.032,,1,spoc,09:36:01.79,-21:39:53.73,138.715,0.087,-990.303,0.085,2458517.999665,.000969,3.930792,0.000266,1.332557,0.175295,1.264813,0.071737,1164.257581,1164.257581,1.304729,.27083,14.006619,493.404469,16.503141,19.548538,.057339702,3505,90,4.91398,.066109598,.34799999,.011,"8",2019-04-05 20:18:18,2019-04-22 11:37:16,
218795833,519.01,3,5,5,3,4,4,4,PC,,14.533,0.059,,1,spoc,08:18:25.62,-19:39:46.07,-45.14,2,25.22,2,2458491.877254,.000411,1.265223,0.000036,1.240773,0.032097,163.254244,2.672349,139604.159278,139604.159278,9.497154,2.123624,30.804202,600.858545,46.42827,155.42264,,3225,100,5.00457,.53151602,.25099999,.056000002,"7",2019-03-18 17:05:07,2019-04-22 11:37:16,"possible hot Jupiter around an M dwarf"
153651591,607.01,3,4,3,4,4,4,4,PC,,10.475,0.019,,1,qlp,08:04:02.22,-26:09:56.44,-4.341,0.68,8.121,1.019,2458492.55774,.00402,2.14542,0.00029,1.807,0.197,1.16987,0.001773,1076.91,1076.91,,,3577.17,2154,17,667.31,,,,,,,,"7,8",2019-04-01 16:51:57,2019-04-22 11:37:16,"need an Rs estimate; there also seems to be a deeper ~14d signal visible in the raw light curve"
122262940,606.01,5,5,5,5,5,5,5,PC,FP,10.242,0.018,,1,qlp,08:52:57.27,-57:56:26.24,-17.776,1.126,-1.427,1.009,2458519.94608,.0019,2.00337,0.00034,3.091,0.145,13.972726,0.95918,12786.9,12786.9,27.5598,7.65562,17890.8,3222,55,342.14453,57.087299,6655,201,4.0250602,.55623698,1.90584,.485118,"8",2019-04-01 16:52:05,2019-04-22 01:09:17,"large planet; faint star to west"
186547153,608.01,4,5,5,4,4,4,4,PC,FP,10.146,0.018,,1,qlp,08:51:21.32,-34:25:54.7,-5.3,1.9,2.4,1.9,2458518.54956,.00148,1.1905,0.00014,1.728,0.296,1.599196,0.002448,1471.83,1471.83,,,5540.82,2403,52,500.647,,8323,224,4.0900102,1.3812,2.13972,1.4631701,"8",2019-04-01 16:51:58,2019-04-21 04:44:29,"Given Teff = 8323 K; Rstar = 2.14 Rsun the planet radius might be 10 or 11 Re"
118021229,614.01,3,4,3,4,4,4,4,PC,,9.8959999,0.018,,1,qlp,08:33:54.02,-20:56:26.32,-50.51,1.725,-6.41,1.097,2458518.2814,.00274,0.88501,0.00021,1.622,0.202,0.890972,0.001912,820.279,820.279,6.77007,.340373,2010.85,1865,22,245.76909,41.201599,5404,185,3.7512801,.59353501,2.1378901,.620803,"8",2019-04-01 16:52:00,2019-04-20 09:06:34,
101011575,560.01,1,4,1,4,4,4,4,PC,,8.5323896,0.018,,1,spoc,08:38:45.19,-13:15:23.52,-63.742,0.178,38.483,0.14,2458517.691424,.000819,6.397438,0.000471,2.119473,0.159272,1.947068,0.066061,1791.709243,1791.709243,2.847985,.662094,66.244631,727.624679,25.938644,,,4695,92,4.5,.2,.66520798,.070278198,"8",2019-04-05 20:18:16,2019-04-20 08:57:28,
412961700,589.01,3,4,3,4,4,4,4,PC,,6.7340002,0.032,,1,qlp,08:28:53.43,-20:57:01.5,-0.1,1.3,-15.4,1.3,2458520.15828,.00234,2.5188,0.0005,1.473,0.229,0.505451,0.00123,465.429,465.429,,,1778.28,1809,20,151.959,,,,,,,,"8",2019-04-01 16:52:03,2019-04-19 19:53:33,"possible odd-even"
377064495,561.03,1,4,1,4,4,4,4,PC,,9.4949999,0.017,,3,spoc,09:52:44.44,06:12:58,-107.69,1.417,-61.719,0.822,2458521.850243,.005659,16.37165,0.006706,3.478042,0.440894,1.002457,0.114706,922.871077,922.871077,2.842121,.743704,38.003128,633.249107,9.147246,83.825386,3.54108,5391,185,4.52526,.28867999,.875368,.11347,"8",2019-04-05 20:18:18,2019-04-19 19:34:29,"clean transit affected by heavy gapping from candidate .02 at 0.4 days"
377064495,561.01,1,4,1,4,4,4,4,PC,,9.4949999,0.017,,3,spoc,09:52:44.44,06:12:58,-107.69,1.417,-61.719,0.822,2458527.055259,.006522,10.781327,0.009318,4.858829,0.398929,1.311544,0.151996,1207.24764,1207.24764,3.772776,.561314,66.330454,727.860233,9.518034,83.825386,3.54108,5391,185,4.52526,.28867999,.875368,.11347,"8",2019-04-05 20:18:18,2019-04-19 19:34:15,"period may be an integer multiple"
154459165,611.01,2,4,2,4,4,4,4,PC,,10.361,0.018,,1,qlp,08:08:08.24,-28:03:58.27,-31.986,0.623,-20.956,0.931,2458491.88848,.0071,3.14905,0.00096,3.414,1.189,1.334962,0.029975,1228.79,1228.79,3.09196,.467051,2760.58,2019,19,96.153168,2.4118199,5689,188,4.6807799,.26812199,.76121002,.090800703,"7,8",2019-04-01 16:51:58,2019-04-19 19:18:40,"PC if on 154459165; could be on 154459164; faint GAIA star nearby"
1003831,564.01,2,4,2,4,4,4,4,PC,,10.632,0.019,,1,spoc,08:41:10.84,-16:02:10.77,-0.117,3.253,-13.052,1.848,2458518.203536,.000554,1.651142,0.00007,0.758184,0.176395,3.269303,0.163005,3006.610319,3006.610319,5.450351,2.692857,1226.219431,1509.252132,21.112694,170.88535,27.010599,5752,189,4.47122,.584777,.97669899,.27994499,"8",2019-04-05 20:18:16,2019-04-19 18:13:44,"some odd-even"
146208651,597.01,5,5,5,5,5,5,5,PC,FP,9.7290001,0.02,,1,qlp,08:53:49.91,-48:48:45.64,44.406,1.553,-17.633,2.874,2458519.22343,.00508,6.5224,0.00248,2.63,0.484,0.917372,0.002255,844.574,844.574,8.46817,.49569,85.1668,846,11,199.95525,13.3582,4765,170,3.5460601,.39627299,2.43483,.45587701,"8",2019-04-01 16:51:56,2019-04-19 05:40:48,"two stars on the same pixel"
1133072,566.01,5,5,5,5,5,5,5,PC,FP,12.541,0.043,,1,spoc,08:44:20.67,-28:04:36.35,55.12,2,-41.32,2,2458517.531592,.002755,0.846542,0.000179,2.408837,0.443968,2.74448,0.256708,2524.567663,2524.567663,1.642414,.666679,85.224073,774.926159,9.50554,121.29,,3567,81,4.8341098,.39191401,.42300001,.071000002,"8",2019-04-05 20:18:16,2019-04-19 05:19:30,
146261607,591.01,5,5,5,5,5,5,5,PC,FP,10.168,0.019,,1,qlp,08:14:19.66,-34:49:09.56,-6.273,1.004,4.931,0.959,2458493.56068,.00065,1,,5.93,0.081,19.654944,0.000247,17940,17940,,,13551.7,3005,21,651.13898,,9245,238,4.07583,1.27054,2.3243001,1.462,"7,8",2019-04-01 16:52:03,2019-04-18 02:38:18,"Matched signal is EB at twice the period; crowded field; transit depth increases with aperture; there is a second signal at 1-day period"
289535142,572.01,3,5,5,3,4,4,4,PC,FP,12.483,0.018,,1,spoc,08:46:05.98,-13:12:10.33,-12.676,0.976,4.244,0.939,2458518.792059,.000682,2.338247,0.000131,2.883574,0.060142,15.754548,0.322576,14405.705465,14405.705465,18.882743,18.293007,2745.256573,1846.143624,53.293125,829.21002,,6621,196,4.2074199,,1.53662,1.48836,"8",2019-04-05 20:18:17,2019-04-15 11:08:21,"possible odd-even; GAIA Rstar=1.086 Rsun"
296780789,573.01,1,4,1,3,4,4,4,PC,,12.519,0.04,,1,spoc,09:29:23.26,-14:30:42.12,-75.98,2,-80.86,2,2458524.632662,.000164,13.577007,0.000232,1.702298,0.024588,167.565381,3.968271,143013.762227,143013.762227,18.920494,63.844086,2.274829,313.225377,160.19263,90.036194,,3404,67,4.91079,.39546701,.338,.057,"8",2019-04-05 20:18:17,2019-04-15 11:08:21,"either a giant planet around an M dwarf or an M dwarf binary system"
408310006,576.01,3,5,5,3,4,4,4,PC,CP,8.8450003,0.018,,1,spoc,09:39:30.03,-20:58:56.71,-54.627,0.725,11.334,0.645,2458518.964722,.00057,5.443936,0.000229,3.619838,0.056955,3.299872,0.056249,3034.680468,3034.680468,7.242169,.847315,539.050388,1228.929842,54.069305,112.19373,4.9225998,6313,196,4.3263202,.28902599,1.26826,.14590199,"8",2019-04-05 20:18:18,2019-04-15 11:08:21,"WASP-166"
